SUPERFICIES Y PRODUCCIONES DE CULTIVOS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
"13.1.2.4. CEREALES GRANO-TRIGO: Análisis provincial de superficie y producción según dureza del grano, 2016",,,,
,,,,
Provincias,Trigo duro,,Trigo blando y semiduro,
y,Superficie,Producción,Superficie,Producción
Comunidades Autónomas,(hectáreas),(toneladas),(hectáreas),(toneladas)
A Coruña,–,–,1704,4601
Lugo,–,–,3783,8777
Ourense,–,–,8583,20857
Pontevedra,–,–,381,819
 GALICIA,–,–,14451,35054
,,,,
 P. DE ASTURIAS,–,–,45,76
,,,,
 CANTABRIA,–,–,775,1899
,,,,
Alava,–,–,25007,161295
Guipúzcoa,–,–,–,–
Vizcaya,–,–,–,–
 PAÍS VASCO,–,–,25007,161295
,,,,
 NAVARRA,1046,4249,76723,421327
,,,,
 LA RIOJA,45,259,30401,165461
,,,,
Huesca,5539,21664,57373,265787
Teruel,2383,3411,41102,90891
Zaragoza,118952,331014,52511,198640
 ARAGÓN,126874,356089,150986,555318
,,,,
Barcelona,30,100,24723,103149
Girona,14,52,13602,51747
Lleida,203,1052,50590,188569
Tarragona,–,–,6533,28188
 CATALUÑA,247,1204,95448,371653
,,,,
 BALEARES,18,29,5140,8244
,,,,
Avila,11,28,38910,126861
Burgos,884,3582,231430,1095965
León,298,1844,58467,290579
Palencia,736,3088,131960,620744
Salamanca,163,565,75219,303696
Segovia,150,551,74477,246303
Soria,163,458,108161,419148
Valladolid,1843,9847,109221,541910
Zamora,199,529,72611,314621
 CASTILLA Y LEÓN,4447,20492,900456,3959827
,,,,
 MADRID,402,1407,24158,64283
,,,,
Albacete,3098,20036,72070,221754
Ciudad Real,137,267,52525,93336
Cuenca,801,3053,50060,148146
Guadalajara,1820,1989,66719,168818
Toledo,3694,9100,56646,114652
 CASTILLA–LA MANCHA,9550,34445,298020,746706
,,,,
Alicante,26,67,1426,2328
Castellón,59,98,1040,1835
Valencia,176,143,2456,1808
 C. VALENCIANA,261,308,4922,5971
,,,,
 R. DE MURCIA,544,766,7512,9043
,,,,
Badajoz,9989,22496,64564,130627
Cáceres,26,47,4334,6810
 EXTREMADURA,10015,22543,68898,137437
,,,,
Almería,438,8,2817,912
Cádiz,65174,124616,9751,18665
Córdoba,59879,157230,22227,50067
Granada,3178,5595,10199,10713
Huelva,13045,37273,3730,11491
Jaén,8296,13856,2562,4538
Málaga,19587,35620,4919,8562
Sevilla,125114,241924,49251,66326
 ANDALUCÍA,294711,616122,105456,171274
,,,,
Las Palmas,–,–,120,181
S.C. de Tenerife,–,–,170,173
 CANARIAS,–,–,290,354
,,,,
ESPAÑA,448160,1057913,1808688,6815222
