generated_at_utc,n_periods,rows,baseline_excess_tons,policy_excess_tons,absolute_excess_reduction_tons,aggregate_excess_reduction_pct,baseline_stockout_tons,policy_stockout_tons,stockout_tons,aggregate_stockout_change_pct,guardrail,stockout_guardrail_pass,trigger_rule_respected,baseline_policy_name,proposed_policy_name,period_metrics_csv_path,scenario_metrics_csv_path
2026-06-26T08:35:17.737829+00:00,175,175,37374.49442683941,29260.17626877957,8114.318158059839,21.710843939156476,0.0,0.0,0.0,0.0,"{'name': 'bounded_stockout_increase', 'allowed_stockout_increase_pct': 5.0}",True,True,operational_simple,two_stage_mixed_context,models/metrics/official/policy_simulation_period_latest__mixed_context.csv,models/metrics/official/policy_simulation_scenario_latest__mixed_context.csv
