Subclases ECOICOP ver.2;Tipo de dato;Periodo;Total
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2013M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2012M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2011M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2010M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2009M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2008M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2007M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2006M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2005M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2004M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2003M01;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M12;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M11;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M10;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M09;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M08;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M07;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M06;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M05;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M04;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M03;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M02;""
10.5.0.1 Enseñanza no reglada;Variación en lo que va de año;2002M01;""
10.5.0.9 Enseñanza no formal;Índice;2026M02;""
10.5.0.9 Enseñanza no formal;Índice;2026M01;101,665
10.5.0.9 Enseñanza no formal;Índice;2025M12;101,663
10.5.0.9 Enseñanza no formal;Índice;2025M11;101,569
10.5.0.9 Enseñanza no formal;Índice;2025M10;100,933
10.5.0.9 Enseñanza no formal;Índice;2025M09;100,262
10.5.0.9 Enseñanza no formal;Índice;2025M08;99,703
10.5.0.9 Enseñanza no formal;Índice;2025M07;99,627
10.5.0.9 Enseñanza no formal;Índice;2025M06;99,483
10.5.0.9 Enseñanza no formal;Índice;2025M05;99,493
10.5.0.9 Enseñanza no formal;Índice;2025M04;99,411
10.5.0.9 Enseñanza no formal;Índice;2025M03;99,375
10.5.0.9 Enseñanza no formal;Índice;2025M02;99,303
10.5.0.9 Enseñanza no formal;Índice;2025M01;99,179
10.5.0.9 Enseñanza no formal;Índice;2024M12;99,112
10.5.0.9 Enseñanza no formal;Índice;2024M11;99,055
10.5.0.9 Enseñanza no formal;Índice;2024M10;98,689
10.5.0.9 Enseñanza no formal;Índice;2024M09;98,004
10.5.0.9 Enseñanza no formal;Índice;2024M08;97,455
10.5.0.9 Enseñanza no formal;Índice;2024M07;97,401
10.5.0.9 Enseñanza no formal;Índice;2024M06;97,409
10.5.0.9 Enseñanza no formal;Índice;2024M05;97,419
10.5.0.9 Enseñanza no formal;Índice;2024M04;97,413
10.5.0.9 Enseñanza no formal;Índice;2024M03;97,391
10.5.0.9 Enseñanza no formal;Índice;2024M02;97,196
10.5.0.9 Enseñanza no formal;Índice;2024M01;97,078
10.5.0.9 Enseñanza no formal;Índice;2023M12;97,004
10.5.0.9 Enseñanza no formal;Índice;2023M11;96,877
10.5.0.9 Enseñanza no formal;Índice;2023M10;96,409
10.5.0.9 Enseñanza no formal;Índice;2023M09;95,852
10.5.0.9 Enseñanza no formal;Índice;2023M08;95,268
10.5.0.9 Enseñanza no formal;Índice;2023M07;95,233
10.5.0.9 Enseñanza no formal;Índice;2023M06;95,209
10.5.0.9 Enseñanza no formal;Índice;2023M05;95,19
10.5.0.9 Enseñanza no formal;Índice;2023M04;95,176
10.5.0.9 Enseñanza no formal;Índice;2023M03;95,167
10.5.0.9 Enseñanza no formal;Índice;2023M02;95,079
10.5.0.9 Enseñanza no formal;Índice;2023M01;94,945
10.5.0.9 Enseñanza no formal;Índice;2022M12;94,82
10.5.0.9 Enseñanza no formal;Índice;2022M11;94,589
10.5.0.9 Enseñanza no formal;Índice;2022M10;94,091
10.5.0.9 Enseñanza no formal;Índice;2022M09;93,414
10.5.0.9 Enseñanza no formal;Índice;2022M08;92,971
10.5.0.9 Enseñanza no formal;Índice;2022M07;92,916
10.5.0.9 Enseñanza no formal;Índice;2022M06;92,85
10.5.0.9 Enseñanza no formal;Índice;2022M05;92,806
10.5.0.9 Enseñanza no formal;Índice;2022M04;92,723
10.5.0.9 Enseñanza no formal;Índice;2022M03;92,732
10.5.0.9 Enseñanza no formal;Índice;2022M02;92,819
10.5.0.9 Enseñanza no formal;Índice;2022M01;92,779
10.5.0.9 Enseñanza no formal;Índice;2021M12;92,749
10.5.0.9 Enseñanza no formal;Índice;2021M11;92,657
10.5.0.9 Enseñanza no formal;Índice;2021M10;92,463
10.5.0.9 Enseñanza no formal;Índice;2021M09;92,147
10.5.0.9 Enseñanza no formal;Índice;2021M08;91,812
10.5.0.9 Enseñanza no formal;Índice;2021M07;91,793
10.5.0.9 Enseñanza no formal;Índice;2021M06;91,741
10.5.0.9 Enseñanza no formal;Índice;2021M05;91,69
10.5.0.9 Enseñanza no formal;Índice;2021M04;91,632
10.5.0.9 Enseñanza no formal;Índice;2021M03;91,526
10.5.0.9 Enseñanza no formal;Índice;2021M02;91,536
10.5.0.9 Enseñanza no formal;Índice;2021M01;91,566
10.5.0.9 Enseñanza no formal;Índice;2020M12;91,536
10.5.0.9 Enseñanza no formal;Índice;2020M11;91,587
10.5.0.9 Enseñanza no formal;Índice;2020M10;91,28
10.5.0.9 Enseñanza no formal;Índice;2020M09;91,308
10.5.0.9 Enseñanza no formal;Índice;2020M08;91,224
10.5.0.9 Enseñanza no formal;Índice;2020M07;91,182
10.5.0.9 Enseñanza no formal;Índice;2020M06;91,238
10.5.0.9 Enseñanza no formal;Índice;2020M05;91,267
10.5.0.9 Enseñanza no formal;Índice;2020M04;91,319
10.5.0.9 Enseñanza no formal;Índice;2020M03;91,27
10.5.0.9 Enseñanza no formal;Índice;2020M02;91,27
10.5.0.9 Enseñanza no formal;Índice;2020M01;91,321
10.5.0.9 Enseñanza no formal;Índice;2019M12;91,234
10.5.0.9 Enseñanza no formal;Índice;2019M11;91,181
10.5.0.9 Enseñanza no formal;Índice;2019M10;90,969
10.5.0.9 Enseñanza no formal;Índice;2019M09;90,677
10.5.0.9 Enseñanza no formal;Índice;2019M08;90,39
10.5.0.9 Enseñanza no formal;Índice;2019M07;90,379
10.5.0.9 Enseñanza no formal;Índice;2019M06;90,363
10.5.0.9 Enseñanza no formal;Índice;2019M05;90,3
10.5.0.9 Enseñanza no formal;Índice;2019M04;90,27
10.5.0.9 Enseñanza no formal;Índice;2019M03;90,303
10.5.0.9 Enseñanza no formal;Índice;2019M02;90,34
10.5.0.9 Enseñanza no formal;Índice;2019M01;90,377
10.5.0.9 Enseñanza no formal;Índice;2018M12;90,221
10.5.0.9 Enseñanza no formal;Índice;2018M11;90,135
10.5.0.9 Enseñanza no formal;Índice;2018M10;89,855
10.5.0.9 Enseñanza no formal;Índice;2018M09;89,566
10.5.0.9 Enseñanza no formal;Índice;2018M08;89,298
10.5.0.9 Enseñanza no formal;Índice;2018M07;89,252
10.5.0.9 Enseñanza no formal;Índice;2018M06;89,072
10.5.0.9 Enseñanza no formal;Índice;2018M05;89,072
10.5.0.9 Enseñanza no formal;Índice;2018M04;89,053
10.5.0.9 Enseñanza no formal;Índice;2018M03;89,035
10.5.0.9 Enseñanza no formal;Índice;2018M02;89,009
10.5.0.9 Enseñanza no formal;Índice;2018M01;88,981
10.5.0.9 Enseñanza no formal;Índice;2017M12;88,967
10.5.0.9 Enseñanza no formal;Índice;2017M11;88,897
10.5.0.9 Enseñanza no formal;Índice;2017M10;88,794
10.5.0.9 Enseñanza no formal;Índice;2017M09;88,364
10.5.0.9 Enseñanza no formal;Índice;2017M08;88,157
10.5.0.9 Enseñanza no formal;Índice;2017M07;88,104
10.5.0.9 Enseñanza no formal;Índice;2017M06;88,121
10.5.0.9 Enseñanza no formal;Índice;2017M05;88,08
10.5.0.9 Enseñanza no formal;Índice;2017M04;88,06
10.5.0.9 Enseñanza no formal;Índice;2017M03;88,07
10.5.0.9 Enseñanza no formal;Índice;2017M02;87,97
10.5.0.9 Enseñanza no formal;Índice;2017M01;87,959
10.5.0.9 Enseñanza no formal;Índice;2016M12;87,823
10.5.0.9 Enseñanza no formal;Índice;2016M11;87,781
10.5.0.9 Enseñanza no formal;Índice;2016M10;87,719
10.5.0.9 Enseñanza no formal;Índice;2016M09;87,416
10.5.0.9 Enseñanza no formal;Índice;2016M08;87,298
10.5.0.9 Enseñanza no formal;Índice;2016M07;87,29
10.5.0.9 Enseñanza no formal;Índice;2016M06;87,275
10.5.0.9 Enseñanza no formal;Índice;2016M05;87,25
10.5.0.9 Enseñanza no formal;Índice;2016M04;87,208
10.5.0.9 Enseñanza no formal;Índice;2016M03;87,183
10.5.0.9 Enseñanza no formal;Índice;2016M02;87,204
10.5.0.9 Enseñanza no formal;Índice;2016M01;87,271
10.5.0.9 Enseñanza no formal;Índice;2015M12;87,221
10.5.0.9 Enseñanza no formal;Índice;2015M11;87,271
10.5.0.9 Enseñanza no formal;Índice;2015M10;87,146
10.5.0.9 Enseñanza no formal;Índice;2015M09;86,996
10.5.0.9 Enseñanza no formal;Índice;2015M08;86,864
10.5.0.9 Enseñanza no formal;Índice;2015M07;86,863
10.5.0.9 Enseñanza no formal;Índice;2015M06;86,886
10.5.0.9 Enseñanza no formal;Índice;2015M05;86,913
10.5.0.9 Enseñanza no formal;Índice;2015M04;86,924
10.5.0.9 Enseñanza no formal;Índice;2015M03;86,897
10.5.0.9 Enseñanza no formal;Índice;2015M02;86,865
10.5.0.9 Enseñanza no formal;Índice;2015M01;86,874
10.5.0.9 Enseñanza no formal;Índice;2014M12;86,757
10.5.0.9 Enseñanza no formal;Índice;2014M11;86,844
10.5.0.9 Enseñanza no formal;Índice;2014M10;86,687
10.5.0.9 Enseñanza no formal;Índice;2014M09;86,455
10.5.0.9 Enseñanza no formal;Índice;2014M08;86,422
10.5.0.9 Enseñanza no formal;Índice;2014M07;86,414
10.5.0.9 Enseñanza no formal;Índice;2014M06;86,414
10.5.0.9 Enseñanza no formal;Índice;2014M05;86,402
10.5.0.9 Enseñanza no formal;Índice;2014M04;86,42
10.5.0.9 Enseñanza no formal;Índice;2014M03;86,389
10.5.0.9 Enseñanza no formal;Índice;2014M02;86,374
10.5.0.9 Enseñanza no formal;Índice;2014M01;86,347
10.5.0.9 Enseñanza no formal;Índice;2013M12;86,396
10.5.0.9 Enseñanza no formal;Índice;2013M11;86,3
10.5.0.9 Enseñanza no formal;Índice;2013M10;86,147
10.5.0.9 Enseñanza no formal;Índice;2013M09;86,008
10.5.0.9 Enseñanza no formal;Índice;2013M08;85,841
10.5.0.9 Enseñanza no formal;Índice;2013M07;85,819
10.5.0.9 Enseñanza no formal;Índice;2013M06;85,869
10.5.0.9 Enseñanza no formal;Índice;2013M05;85,896
10.5.0.9 Enseñanza no formal;Índice;2013M04;85,891
10.5.0.9 Enseñanza no formal;Índice;2013M03;85,889
10.5.0.9 Enseñanza no formal;Índice;2013M02;86,049
10.5.0.9 Enseñanza no formal;Índice;2013M01;86,072
10.5.0.9 Enseñanza no formal;Índice;2012M12;85,983
10.5.0.9 Enseñanza no formal;Índice;2012M11;85,94
10.5.0.9 Enseñanza no formal;Índice;2012M10;85,843
10.5.0.9 Enseñanza no formal;Índice;2012M09;85,467
10.5.0.9 Enseñanza no formal;Índice;2012M08;85,334
10.5.0.9 Enseñanza no formal;Índice;2012M07;85,331
10.5.0.9 Enseñanza no formal;Índice;2012M06;85,321
10.5.0.9 Enseñanza no formal;Índice;2012M05;85,301
10.5.0.9 Enseñanza no formal;Índice;2012M04;85,302
10.5.0.9 Enseñanza no formal;Índice;2012M03;85,32
10.5.0.9 Enseñanza no formal;Índice;2012M02;85,33
10.5.0.9 Enseñanza no formal;Índice;2012M01;85,299
10.5.0.9 Enseñanza no formal;Índice;2011M12;85,205
10.5.0.9 Enseñanza no formal;Índice;2011M11;85,179
10.5.0.9 Enseñanza no formal;Índice;2011M10;84,985
10.5.0.9 Enseñanza no formal;Índice;2011M09;84,434
10.5.0.9 Enseñanza no formal;Índice;2011M08;84,068
10.5.0.9 Enseñanza no formal;Índice;2011M07;84,048
10.5.0.9 Enseñanza no formal;Índice;2011M06;83,977
10.5.0.9 Enseñanza no formal;Índice;2011M05;83,933
10.5.0.9 Enseñanza no formal;Índice;2011M04;83,924
10.5.0.9 Enseñanza no formal;Índice;2011M03;83,915
10.5.0.9 Enseñanza no formal;Índice;2011M02;83,961
10.5.0.9 Enseñanza no formal;Índice;2011M01;83,949
10.5.0.9 Enseñanza no formal;Índice;2010M12;83,831
10.5.0.9 Enseñanza no formal;Índice;2010M11;83,781
10.5.0.9 Enseñanza no formal;Índice;2010M10;83,567
10.5.0.9 Enseñanza no formal;Índice;2010M09;82,842
10.5.0.9 Enseñanza no formal;Índice;2010M08;82,572
10.5.0.9 Enseñanza no formal;Índice;2010M07;82,556
10.5.0.9 Enseñanza no formal;Índice;2010M06;82,491
10.5.0.9 Enseñanza no formal;Índice;2010M05;82,498
10.5.0.9 Enseñanza no formal;Índice;2010M04;82,492
10.5.0.9 Enseñanza no formal;Índice;2010M03;82,421
10.5.0.9 Enseñanza no formal;Índice;2010M02;82,449
10.5.0.9 Enseñanza no formal;Índice;2010M01;82,417
10.5.0.9 Enseñanza no formal;Índice;2009M12;82,355
10.5.0.9 Enseñanza no formal;Índice;2009M11;82,242
10.5.0.9 Enseñanza no formal;Índice;2009M10;82
10.5.0.9 Enseñanza no formal;Índice;2009M09;81,631
10.5.0.9 Enseñanza no formal;Índice;2009M08;81,47
10.5.0.9 Enseñanza no formal;Índice;2009M07;81,411
10.5.0.9 Enseñanza no formal;Índice;2009M06;81,309
10.5.0.9 Enseñanza no formal;Índice;2009M05;81,306
10.5.0.9 Enseñanza no formal;Índice;2009M04;81,321
10.5.0.9 Enseñanza no formal;Índice;2009M03;81,302
10.5.0.9 Enseñanza no formal;Índice;2009M02;81,214
10.5.0.9 Enseñanza no formal;Índice;2009M01;81,221
10.5.0.9 Enseñanza no formal;Índice;2008M12;81,01
10.5.0.9 Enseñanza no formal;Índice;2008M11;80,797
10.5.0.9 Enseñanza no formal;Índice;2008M10;80,388
10.5.0.9 Enseñanza no formal;Índice;2008M09;79,506
10.5.0.9 Enseñanza no formal;Índice;2008M08;79,097
10.5.0.9 Enseñanza no formal;Índice;2008M07;79,036
10.5.0.9 Enseñanza no formal;Índice;2008M06;78,776
10.5.0.9 Enseñanza no formal;Índice;2008M05;78,737
10.5.0.9 Enseñanza no formal;Índice;2008M04;78,711
10.5.0.9 Enseñanza no formal;Índice;2008M03;78,523
10.5.0.9 Enseñanza no formal;Índice;2008M02;78,513
10.5.0.9 Enseñanza no formal;Índice;2008M01;78,457
10.5.0.9 Enseñanza no formal;Índice;2007M12;78,195
10.5.0.9 Enseñanza no formal;Índice;2007M11;78,013
10.5.0.9 Enseñanza no formal;Índice;2007M10;77,685
10.5.0.9 Enseñanza no formal;Índice;2007M09;76,825
10.5.0.9 Enseñanza no formal;Índice;2007M08;76,355
10.5.0.9 Enseñanza no formal;Índice;2007M07;76,35
10.5.0.9 Enseñanza no formal;Índice;2007M06;76,155
10.5.0.9 Enseñanza no formal;Índice;2007M05;76,093
10.5.0.9 Enseñanza no formal;Índice;2007M04;76,077
10.5.0.9 Enseñanza no formal;Índice;2007M03;76,016
10.5.0.9 Enseñanza no formal;Índice;2007M02;75,959
10.5.0.9 Enseñanza no formal;Índice;2007M01;75,899
10.5.0.9 Enseñanza no formal;Índice;2006M12;75,774
10.5.0.9 Enseñanza no formal;Índice;2006M11;75,496
10.5.0.9 Enseñanza no formal;Índice;2006M10;75,171
10.5.0.9 Enseñanza no formal;Índice;2006M09;74,374
10.5.0.9 Enseñanza no formal;Índice;2006M08;73,934
10.5.0.9 Enseñanza no formal;Índice;2006M07;73,861
10.5.0.9 Enseñanza no formal;Índice;2006M06;73,678
10.5.0.9 Enseñanza no formal;Índice;2006M05;73,656
10.5.0.9 Enseñanza no formal;Índice;2006M04;73,64
10.5.0.9 Enseñanza no formal;Índice;2006M03;73,493
10.5.0.9 Enseñanza no formal;Índice;2006M02;73,399
10.5.0.9 Enseñanza no formal;Índice;2006M01;73,208
10.5.0.9 Enseñanza no formal;Índice;2005M12;73,004
10.5.0.9 Enseñanza no formal;Índice;2005M11;72,915
10.5.0.9 Enseñanza no formal;Índice;2005M10;72,6
10.5.0.9 Enseñanza no formal;Índice;2005M09;71,895
10.5.0.9 Enseñanza no formal;Índice;2005M08;71,427
10.5.0.9 Enseñanza no formal;Índice;2005M07;71,394
10.5.0.9 Enseñanza no formal;Índice;2005M06;71,305
10.5.0.9 Enseñanza no formal;Índice;2005M05;71,259
10.5.0.9 Enseñanza no formal;Índice;2005M04;71,245
10.5.0.9 Enseñanza no formal;Índice;2005M03;71,157
10.5.0.9 Enseñanza no formal;Índice;2005M02;71,101
10.5.0.9 Enseñanza no formal;Índice;2005M01;71,039
10.5.0.9 Enseñanza no formal;Índice;2004M12;70,908
10.5.0.9 Enseñanza no formal;Índice;2004M11;70,655
10.5.0.9 Enseñanza no formal;Índice;2004M10;70,266
10.5.0.9 Enseñanza no formal;Índice;2004M09;69,611
10.5.0.9 Enseñanza no formal;Índice;2004M08;68,919
10.5.0.9 Enseñanza no formal;Índice;2004M07;68,876
10.5.0.9 Enseñanza no formal;Índice;2004M06;68,799
10.5.0.9 Enseñanza no formal;Índice;2004M05;68,762
10.5.0.9 Enseñanza no formal;Índice;2004M04;68,718
10.5.0.9 Enseñanza no formal;Índice;2004M03;68,635
10.5.0.9 Enseñanza no formal;Índice;2004M02;68,588
10.5.0.9 Enseñanza no formal;Índice;2004M01;68,539
10.5.0.9 Enseñanza no formal;Índice;2003M12;68,321
10.5.0.9 Enseñanza no formal;Índice;2003M11;68,237
10.5.0.9 Enseñanza no formal;Índice;2003M10;68,092
10.5.0.9 Enseñanza no formal;Índice;2003M09;67,306
10.5.0.9 Enseñanza no formal;Índice;2003M08;66,91
10.5.0.9 Enseñanza no formal;Índice;2003M07;66,87
10.5.0.9 Enseñanza no formal;Índice;2003M06;66,78
10.5.0.9 Enseñanza no formal;Índice;2003M05;66,685
10.5.0.9 Enseñanza no formal;Índice;2003M04;66,635
10.5.0.9 Enseñanza no formal;Índice;2003M03;66,625
10.5.0.9 Enseñanza no formal;Índice;2003M02;66,504
10.5.0.9 Enseñanza no formal;Índice;2003M01;66,448
10.5.0.9 Enseñanza no formal;Índice;2002M12;66,269
10.5.0.9 Enseñanza no formal;Índice;2002M11;66,047
10.5.0.9 Enseñanza no formal;Índice;2002M10;65,741
10.5.0.9 Enseñanza no formal;Índice;2002M09;64,952
10.5.0.9 Enseñanza no formal;Índice;2002M08;64,417
10.5.0.9 Enseñanza no formal;Índice;2002M07;64,349
10.5.0.9 Enseñanza no formal;Índice;2002M06;64,301
10.5.0.9 Enseñanza no formal;Índice;2002M05;64,272
10.5.0.9 Enseñanza no formal;Índice;2002M04;64,252
10.5.0.9 Enseñanza no formal;Índice;2002M03;64,063
10.5.0.9 Enseñanza no formal;Índice;2002M02;63,842
10.5.0.9 Enseñanza no formal;Índice;2002M01;63,693
10.5.0.9 Enseñanza no formal;Variación mensual;2026M02;""
