cereal_predominante_cebada,cereal_predominante_maiz,cereal_predominante_trigo,corn_intl_eur_lag_1,corn_intl_eur_ma3,corn_intl_eur_vol3,dist_puerto_min_km,eur_usd_lag_1,eur_usd_lag_2,fase_cosecha,fase_crecimiento,fase_siembra,idx_bienes_inversion_lag_3,idx_bienes_inversion_lag_4,idx_bienes_servicios_lag_3,idx_bienes_servicios_lag_4,idx_energia_lag_3,idx_energia_lag_4,idx_fertilizantes_lag_3,idx_fertilizantes_lag_4,idx_fitosanitarios_lag_3,idx_fitosanitarios_lag_4,idx_gastos_generales_lag_3,idx_gastos_generales_lag_4,idx_piensos_lag_3,idx_piensos_lag_4,idx_semillas_lag_3,idx_semillas_lag_4,lat_centroide,lon_centroide,month_cos,month_sin,precip_provincial_lag_1,precip_provincial_lag_2,precip_relative_shock,precip_std_mm_lag_1,precip_std_mm_lag_2,prepag1_dap_lag_3,prepag1_dap_lag_4,prepag1_urea 46_lag_3,prepag1_urea 46_lag_4,prepag2_paja cereales_lag_3,prepag2_torta de girasol_lag_3,prepag2_torta de girasol_lag_4,presion_combustible_puerto,provincia_Albacete,provincia_Badajoz,provincia_Burgos,provincia_Ciudad Real,provincia_Cuenca,provincia_Cádiz,provincia_Córdoba,provincia_Guadalajara,provincia_Huesca,provincia_León,provincia_Lleida,provincia_Navarra,provincia_Palencia,provincia_Salamanca,provincia_Segovia,provincia_Sevilla,provincia_Soria,provincia_Teruel,provincia_Toledo,provincia_Valladolid,provincia_Zamora,provincia_Zaragoza,provincia_id,provincia_Ávila,puerto_referencia_bilbao_graneles,puerto_referencia_musel_gijon,puerto_referencia_santander_graneles,puerto_referencia_sevilla_eurovia,puerto_referencia_tarragona_graneles,puerto_referencia_valencia_graneles,sup_cereal_predominante_lag_1,temp_provincial_lag_1,temp_provincial_lag_2,temp_std_C_lag_1,temp_std_C_lag_2,total_sup_cebada,total_sup_cebada_lag_1,total_sup_maiz,total_sup_trigo,total_sup_trigo_lag_1,wheat_intl_eur_lag_1,wheat_intl_eur_lag_2,wheat_intl_eur_lag_3,wheat_intl_eur_ma3,wheat_intl_eur_vol3,z_clima_adverso_lag_1,z_clima_adverso_lag_2,target_return_h1
False,True,False,184.886532463673,170.5183694861375,10.842490507182568,103.72255758585952,1.217348963022232,1.2679000616073608,0,1,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,42.62120907686903,-5.840390827031536,-0.8660254037844388,-0.4999999999999997,75.25443059322981,115.78840469600878,1.0,1.1041281635295543,1.2620724899795206,25.85,25.9,24.11,23.72,7.86,14.24,14.06,7265.765158889459,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24,False,False,True,False,False,False,False,60500.0,18.49012033124296,12.264286489860206,2.388067609265677,2.0800376302142403,30450.0,30450.0,60500.0,45500.0,45500.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.048332091878733045
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,104.76521256783712,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,42.04675759200456,1.0488463690274432,-0.8660254037844388,-0.4999999999999997,82.44865424174327,135.7792437153519,1.2436608026632734,1.514540634628618,1.74076878673847,25.85,25.9,24.11,23.72,7.86,14.24,14.06,7338.80314037699,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,25,False,False,False,False,False,True,False,113981.0,20.348558761161105,15.13087355231956,4.36597991425162,4.055098613608836,113981.0,113981.0,26690.0,36354.0,36354.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,-0.00448470307497977
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,123.90468733946132,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,42.66967995255984,-1.6460051443046988,-0.8660254037844388,-0.4999999999999997,64.77410554574028,159.4872017235303,1.0574135265901643,0.832515356045925,1.55645461857936,25.85,25.9,24.11,23.72,7.86,14.24,14.06,8679.523348129265,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,31,False,True,False,False,False,False,False,103135.0,20.12129685082901,14.783541249195322,2.16541604259412,1.804728360012824,103135.0,103135.0,12582.0,72695.0,72695.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.05052477043725161
False,False,True,184.886532463673,170.5183694861375,10.842490507182568,123.90468733946132,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,42.66967995255984,-1.6460051443046988,-0.8660254037844388,-0.4999999999999997,64.77410554574028,159.4872017235303,1.185130788177782,0.832515356045925,1.55645461857936,25.85,25.9,24.11,23.72,7.86,14.24,14.06,8679.523348129265,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,31,False,True,False,False,False,False,False,72695.0,20.12129685082901,14.783541249195322,2.16541604259412,1.804728360012824,103135.0,103135.0,12582.0,72695.0,72695.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,-0.0003978918987200398
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,134.68033296505078,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,42.3738443520044,-4.53671219321823,-0.8660254037844388,-0.4999999999999997,43.46587554136695,95.83506865903549,0.988496373872128,0.7570261040662357,0.9708713664668503,25.85,25.9,24.11,23.72,7.86,14.24,14.06,9434.357324201806,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34,False,False,False,True,False,False,False,187145.0,19.51743667520118,13.79544838538031,2.2114316867766446,1.87695582365166,187145.0,187145.0,5157.0,107549.0,107549.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.022042983947333658
False,False,True,184.886532463673,170.5183694861375,10.842490507182568,134.68033296505078,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,42.3738443520044,-4.53671219321823,-0.8660254037844388,-0.4999999999999997,43.46587554136695,95.83506865903549,1.0142511953212234,0.7570261040662357,0.9708713664668503,25.85,25.9,24.11,23.72,7.86,14.24,14.06,9434.357324201806,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34,False,False,False,True,False,False,False,107549.0,19.51743667520118,13.79544838538031,2.2114316867766446,1.87695582365166,187145.0,187145.0,5157.0,107549.0,107549.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.008986342432453028
False,False,True,184.886532463673,170.5183694861375,10.842490507182568,306.26633177537485,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,40.806833271773385,-6.065516027141592,-0.8660254037844388,-0.4999999999999997,17.022716048225742,69.01521015798555,0.6076212248238856,0.2420605264469341,0.6382093154907296,25.85,25.9,24.11,23.72,7.86,14.24,14.06,21453.95654086501,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,37,False,False,True,False,False,False,False,53811.0,22.2074983293752,15.407739073499172,0.9254778768912428,0.8575762234771527,77261.0,77261.0,13828.0,53811.0,53811.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,-0.005246142132245313
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,250.00521982622644,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.1724888485408,-4.052635974780771,-0.8660254037844388,-0.4999999999999997,36.64787054174331,91.68653877472318,0.9345408830979502,0.4069773398380879,0.7054659525543062,25.85,25.9,24.11,23.72,7.86,14.24,14.06,17512.865648827163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,False,True,False,False,False,False,False,133683.0,21.219691081264383,14.79009735174499,1.3897672142802675,1.2077096923815245,133683.0,133683.0,101.0,49013.0,49013.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.016272707815624655
False,False,True,184.886532463673,170.5183694861375,10.842490507182568,28.15612220930628,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,37.43708160911728,-5.682432933590774,-0.8660254037844388,-0.4999999999999997,9.411157778214518,64.0063932475455,1.1080837379003934,0.1791528109894822,0.424392277594695,25.85,25.9,24.11,23.72,7.86,14.24,14.06,1972.3363607619049,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,41,False,False,False,False,True,False,False,218090.0,26.391870139528333,21.29858083520949,1.2261672124434393,1.1366207212589037,5035.0,5035.0,20989.0,218090.0,218090.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.002299708737546037
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,184.7122519694257,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.62168469918996,-2.588096941107098,-0.8660254037844388,-0.4999999999999997,68.35911571308966,108.10181099067792,1.48502097204601,0.8607515173329693,0.8572812337354245,25.85,25.9,24.11,23.72,7.86,14.24,14.06,12939.093250458269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42,False,True,False,False,False,False,False,130991.0,19.94372538799956,14.085870401593112,1.5150129603932003,1.352571172194711,130991.0,130991.0,539.0,105810.0,105810.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.037369070879813136
False,False,True,184.886532463673,170.5183694861375,10.842490507182568,184.7122519694257,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.62168469918996,-2.588096941107098,-0.8660254037844388,-0.4999999999999997,68.35911571308966,108.10181099067792,1.430331258629983,0.8607515173329693,0.8572812337354245,25.85,25.9,24.11,23.72,7.86,14.24,14.06,12939.093250458269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42,False,True,False,False,False,False,False,105810.0,19.94372538799956,14.085870401593112,1.5150129603932003,1.352571172194711,130991.0,130991.0,539.0,105810.0,105810.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,-0.008701554512658076
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,137.88678558961232,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,40.66361128408589,-0.814254747382234,-0.8660254037844388,-0.4999999999999997,72.65081907428858,115.749283270747,1.2665945549430355,1.008779054999347,1.1037404940848068,25.85,25.9,24.11,23.72,7.86,14.24,14.06,9658.96933055234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44,False,False,False,False,False,False,True,140036.0,20.547595025585625,15.077513226169904,2.132194632312611,1.9413920833174367,140036.0,140036.0,5801.0,29079.0,29079.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.02895260910509018
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,311.9917603013756,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,39.794776077405714,-4.148381205683431,-0.8660254037844388,-0.4999999999999997,20.818627547896988,36.2336825393671,0.562610199964942,0.2556691707686601,0.4291809322699347,25.85,25.9,24.11,23.72,7.86,14.24,14.06,21855.02280911136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45,False,False,False,False,True,False,False,153915.0,24.777112495109204,18.48065318887492,0.7468928580333568,0.7832053252112812,153915.0,153915.0,12662.0,74367.0,74367.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.017208141515602734
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,220.17130091874765,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.635264106607934,-4.847522856791113,-0.8660254037844388,-0.4999999999999997,23.92490130695187,61.25608909991055,0.5846764837815527,0.2508220498070391,0.4465392934393004,25.85,25.9,24.11,23.72,7.86,14.24,14.06,15422.999629358272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,47,False,False,False,True,False,False,False,332327.0,22.56076113609403,16.04531655867551,0.6911000985852884,0.5736723563177387,332327.0,332327.0,14154.0,37310.0,37310.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.04908479511107819
False,False,True,184.886532463673,170.5183694861375,10.842490507182568,220.17130091874765,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.635264106607934,-4.847522856791113,-0.8660254037844388,-0.4999999999999997,23.92490130695187,61.25608909991055,0.5645389563123272,0.2508220498070391,0.4465392934393004,25.85,25.9,24.11,23.72,7.86,14.24,14.06,15422.999629358272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,47,False,False,False,True,False,False,False,37310.0,22.56076113609403,16.04531655867551,0.6911000985852884,0.5736723563177387,332327.0,332327.0,14154.0,37310.0,37310.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.020083909850525338
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,203.5899643596496,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.729053354563824,-5.981143425100381,-0.8660254037844388,-0.4999999999999997,34.0137338477017,58.77686255016893,0.9357184432590692,0.4706345834859592,0.605380711323541,25.85,25.9,24.11,23.72,7.86,14.24,14.06,14261.477003393453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,49,False,False,True,False,False,False,False,97609.0,21.508296003294337,14.87258928060033,1.6317462099871856,1.6497124221880235,97609.0,97609.0,21611.0,63979.0,63979.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.048672091780828666
False,False,True,184.886532463673,170.5183694861375,10.842490507182568,203.5899643596496,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.729053354563824,-5.981143425100381,-0.8660254037844388,-0.4999999999999997,34.0137338477017,58.77686255016893,1.0195218302962543,0.4706345834859592,0.605380711323541,25.85,25.9,24.11,23.72,7.86,14.24,14.06,14261.477003393453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,49,False,False,True,False,False,False,False,63979.0,21.508296003294337,14.87258928060033,1.6317462099871856,1.6497124221880235,97609.0,97609.0,21611.0,63979.0,63979.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.001341338819160759
True,False,False,184.886532463673,170.5183694861375,10.842490507182568,201.66021977934412,1.217348963022232,1.2679000616073608,1,0,0,73.74,74.35,74.91,74.35,70.05,66.76,69.58,69.34,81.8,81.71,77.0,76.13,75.97,75.94,74.8,74.8,41.62435397797469,-1.0657427219088509,-0.8660254037844388,-0.4999999999999997,57.76139010655072,125.76969121080002,0.9393983605682732,0.7835296519944386,1.0804346386953638,25.85,25.9,24.11,23.72,7.86,14.24,14.06,14126.298395543055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,False,False,False,False,False,True,False,65255.0,23.127558398622348,17.26384577311327,1.8208237736848347,1.774242401005675,65255.0,65255.0,25009.0,253250.0,253250.0,270.31807523330417,250.91544982055024,240.27075452441449,253.83475985942297,12.439242977314825,0.0,0.0,0.014217163536694947
