lr,dropout_prob,max_lambda,best_val_loss,cv_exact_match,cv_recall_macro,cv_f1_macro
0.0022243234786004373,0.20219689010649033,3.7585293696964697,0.06183210644710561,0.9873015873015873,0.9974309318849238,0.9966991274629244
