SUPERFICIES Y PRODUCCIONES DE CULTIVOS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
"13.1.8.4. CEREALES GRANO-MAÍZ: Análisis provincial de superficie y producción según clases, 2015",,,,
,,,,
Provincias,Maíz híbrido,,Otros maíces,
y,Superficie,Producción,Superficie,Producción
Comunidades Autónomas,(hectáreas),(toneladas),(hectáreas),(toneladas)
A Coruña,8399,65008,350,2709
Lugo,1661,12175,554,4061
Ourense,2009,15530,–,–
Pontevedra,6007,49498,–,–
 GALICIA,18076,142211,904,6770
,,,,
 P. DE ASTURIAS,200,400,200,440
,,,,
 CANTABRIA,133,346,–,–
,,,,
Alava,–,–,9,37
Guipúzcoa,65,273,132,554
Vizcaya,51,214,62,251
 PAIS VASCO,116,487,203,842
,,,,
 NAVARRA,18235,197606,–,–
,,,,
 LA RIOJA,633,6297,–,–
,,,,
Huesca,51179,644655,–,–
Teruel,–,–,3474,37990
Zaragoza,23031,237280,–,–
 ARAGON,74210,881935,3474,37990
,,,,
Barcelona,90,481,–,–
Girona,7725,84683,–,–
Lleida,33286,276059,–,–
Tarragona,122,1098,–,–
 CATALUÑA,41223,362321,–,–
,,,,
 BALEARES,–,–,182,1000
,,,,
Avila,1771,21695,–,–
Burgos,1046,10983,–,–
León,64546,768133,–,–
Palencia,–,–,4045,40450
Salamanca,18230,223318,–,–
Segovia,103,1030,–,–
Soria,198,2376,–,–
Valladolid,9079,108948,–,–
Zamora,18510,240630,–,–
 CASTILLA Y LEON,113483,1377113,4045,40450
,,,,
 MADRID,5851,73225,310,3880
,,,,
Albacete,11000,146300,–,–
Ciudad Real,5854,64395,–,–
Cuenca,1132,13657,–,–
Guadalajara,3181,37836,–,–
Toledo,8263,79403,–,–
 CASTILLA–LA MANCHA,29430,341591,–,–
,,,,
Alicante,384,4032,–,–
Castellón,94,405,–,–
Valencia,312,3391,–,–
 C. VALENCIANA,790,7828,–,–
,,,,
 R. DE MURCIA,270,2749,80,616
,,,,
Badajoz,35347,446362,–,–
Cáceres,20508,267588,–,–
 EXTREMADURA,55855,713950,–,–
,,,,
Almería,–,–,10,28
Cádiz,3238,36800,–,–
Córdoba,5403,59279,–,–
Granada,–,–,2946,32107
Huelva,231,2426,–,–
Jaén,1412,17000,–,–
Málaga,346,2224,–,–
Sevilla,15876,212331,–,–
 ANDALUCIA,26506,330060,2956,32135
,,,,
Las Palmas,180,254,239,810
S.C. de Tenerife,426,999,47,111
 CANARIAS,606,1253,286,921
,,,,
ESPAÑA,385617,4439372,12640,125044
