column,missing_count,missing_pct,non_null_count,filled_pct
maintenance_id,0,0.0,244,100.0
asset_id,0,0.0,244,100.0
start_time,0,0.0,244,100.0
end_time,0,0.0,244,100.0
duration_min,0,0.0,244,100.0
planned,0,0.0,244,100.0
fault_type,0,0.0,244,100.0
maintenance_type,0,0.0,244,100.0
corrective_action,0,0.0,244,100.0
severity_rf_at_start,0,0.0,244,100.0
notes,0,0.0,244,100.0
cycle_id,0,0.0,244,100.0
cycle_index,0,0.0,244,100.0
