epoch,loss,out_class_accuracy,out_class_loss,out_reg_loss,out_reg_mae,val_loss,val_out_class_accuracy,val_out_class_loss,val_out_reg_loss,val_out_reg_mae
0,1.4072078466415405,0.48804062604904175,1.3702914714813232,0.03691169619560242,0.1431923359632492,0.9653440713882446,0.6429014801979065,0.9485813975334167,0.016709566116333008,0.09490779787302017
1,0.8948125839233398,0.668676495552063,0.8743180632591248,0.020492875948548317,0.10211388766765594,0.8726935386657715,0.678155243396759,0.8538628220558167,0.018783578649163246,0.09760811179876328
2,0.795269787311554,0.7081358432769775,0.7748562097549438,0.02041321061551571,0.10053405165672302,0.8120166659355164,0.6909635066986084,0.7934927940368652,0.018479878082871437,0.09337153285741806
3,0.7417747378349304,0.7285758852958679,0.721664309501648,0.020109759643673897,0.09933330863714218,0.7727328538894653,0.7113173007965088,0.7546197772026062,0.018071362748742104,0.09370283037424088
4,0.70008385181427,0.743289589881897,0.6801980137825012,0.019885260611772537,0.0985906571149826,0.7933657169342041,0.7089533805847168,0.7751129269599915,0.018209144473075867,0.09388991445302963
5,0.6637987494468689,0.7555312514305115,0.644324541091919,0.019473811611533165,0.09729228168725967,0.764332115650177,0.7115752100944519,0.7469123005867004,0.01737770438194275,0.09002234041690826
6,0.635945200920105,0.7653902769088745,0.6168079376220703,0.019137423485517502,0.09648802131414413,0.7620033621788025,0.7097890973091125,0.7453741431236267,0.016586311161518097,0.08763914555311203
7,0.6108937859535217,0.7742066383361816,0.5918666124343872,0.019027210772037506,0.09612184762954712,0.7937708497047424,0.7007583975791931,0.7771511673927307,0.016575036570429802,0.08749660104513168
8,0.5892227292060852,0.7831425070762634,0.5700772404670715,0.019144529476761818,0.09646573662757874,0.7860656976699829,0.7155628800392151,0.7691932320594788,0.016828317195177078,0.08814359456300735
