epoch,loss,out_class_accuracy,out_class_loss,out_reg_loss,out_reg_mae,val_loss,val_out_class_accuracy,val_out_class_loss,val_out_reg_loss,val_out_reg_mae
0,1.1842237710952759,0.5754162073135376,1.1586087942123413,0.0256110318005085,0.11234688758850098,0.9552506804466248,0.6403322219848633,0.9381904006004333,0.017010172829031944,0.08915703743696213
1,0.7048426866531372,0.7377381920814514,0.6922500729560852,0.012591786682605743,0.07732296735048294,0.8015292286872864,0.7062790393829346,0.787315845489502,0.014169023372232914,0.07934742420911789
2,0.5824233293533325,0.7798503637313843,0.5714303255081177,0.010992216877639294,0.07222574949264526,0.7884319424629211,0.7213987112045288,0.7762708067893982,0.012117651291191578,0.07280855625867844
3,0.5177313089370728,0.8043297529220581,0.5075057744979858,0.010224934667348862,0.06952513009309769,0.783462405204773,0.7394076585769653,0.7717053890228271,0.011713063344359398,0.07245674729347229
4,0.4722362160682678,0.8222297430038452,0.4623185396194458,0.009918035008013248,0.0682673379778862,0.8049953579902649,0.7418050169944763,0.7943044900894165,0.010646061971783638,0.06876030564308167
5,0.43543490767478943,0.8369249701499939,0.42573487758636475,0.009699158370494843,0.0672190859913826,0.8396856784820557,0.7385862469673157,0.8294055461883545,0.010232922621071339,0.06722454726696014
