epoch,loss,out_class_accuracy,out_class_loss,out_reg_loss,out_reg_mae,val_loss,val_out_class_accuracy,val_out_class_loss,val_out_reg_loss,val_out_reg_mae
0,1.1042029857635498,0.6080910563468933,1.0783785581588745,0.025824543088674545,0.11567586660385132,0.8652555346488953,0.6781982183456421,0.8487115502357483,0.016501253470778465,0.09444985538721085
1,0.7748733758926392,0.7158182263374329,0.7572814226150513,0.017590926960110664,0.09307163208723068,0.8055655360221863,0.6790196299552917,0.7909868359565735,0.014536707662045956,0.08671589940786362
2,0.707518458366394,0.7404696941375732,0.6906824707984924,0.016835691407322884,0.09012515842914581,0.7533633708953857,0.706584632396698,0.7404294013977051,0.012894921004772186,0.07919614017009735
3,0.670612633228302,0.7534867525100708,0.6540988087654114,0.016513677313923836,0.08903557062149048,0.7537366151809692,0.7082943320274353,0.7413191795349121,0.012377789244055748,0.07506000995635986
4,0.6491057276725769,0.7611846923828125,0.6326526403427124,0.01645265705883503,0.08889123797416687,0.7558234333992004,0.7058874368667603,0.7430715560913086,0.01271161437034607,0.0774240717291832
