PRODUCTOS,AÑO,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiem.,Octubre,Noviem.,Diciem.,Anual
,2009,118.3,119.65,119.46,119.46,119.46,119.46,119.46,119.46,116.39,109.65,105.59,100.63,115.58
,2010,100.63,100.63,100.63,97.61,97.61,97.61,97.61,97.61,97.61,107.71,107.47,107.47,100.85
,2011,107.47,107.47,107.47,108.71,108.71,108.71,112.99,112.99,112.99,112.99,110.13,110.13,110.06
,2012,110.13,110.13,110.13,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,110.84
,2013,113.78,113.78,113.78,113.78,113.78,109.44,109.44,109.44,109.44,109.44,110,110,111.34
,2014,110,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,120.34,120.34,120.85
     - PLANTONES,2005,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,100.55,100.55,100.55,100
,2006,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,101.36,101.36,100.68
,2007,101.36,101.36,101.36,101.36,101.36,101.36,107.07,107.07,107.07,107.57,107.57,107.57,104.34
,2008,107.57,107.57,107.57,107.57,107.57,107.57,107.57,109.17,109.17,109.17,109.17,106.33,108
,2009,106.33,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,106.33,106.33,106.33,105.52
,2010,106.33,106.33,106.33,108.77,108.77,108.77,108.77,108.77,108.77,108.77,108.77,108.77,108.16
,2011,110.44,110.44,110.44,110.44,110.44,110.44,110.44,110.44,110.44,110.44,110.44,110.44,110.44
,2012,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24
,2013,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24
,2014,122.24,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,142.15
FERTILIZANTES,2005,98.21,98.25,99.48,99.82,98.84,99.32,99.93,100.11,100.8,101.37,101.6,102.32,100
,2006,101.31,100.96,100.84,101.52,101.39,101.8,100.85,100.85,101.21,101.12,101.5,102.2,101.3
,2007,101.62,102.13,102.7,104.39,106.55,106.87,107.64,109.57,114.51,117.58,121.94,130.99,110.2
,2008,139.73,150.12,159.74,164.65,177.54,183.71,191.59,199.48,205.1,208.74,203.98,196.82,181.77
,2009,187.62,179.29,170.88,161.67,158.95,153.17,150.43,145.89,138.34,122.65,120.15,119.59,150.74
,2010,124.71,126.39,127.75,128.74,128.48,127.47,128.94,130.69,137.12,142.58,144.24,148.46,132.96
,2011,154.15,157.5,157.62,158.67,156.9,159.57,161.32,163.09,165.02,168.02,166.92,167.83,161.38
,2012,167.41,166.51,166.78,167.37,168.07,169.07,170.65,170.92,171.39,169.86,169.48,170.32,169.02
,2013,169.53,169.82,169.16,168.63,166.3,165.96,165.76,163.75,159.38,155.78,155.29,154.66,163.67
,2014,153.7,155.77,158.34,157.87,156.34,154.6,153.63,153.88,154.91,155.71,156.22,157.36,155.68
     - SIMPLES,2005,98.28,98.42,100.23,100.7,98.63,98.85,99.49,99.48,101.01,101.29,101.02,102.72,100
,2006,102.2,101.78,101.55,102.08,102.41,103.01,102.1,102.1,102.34,102.32,102.81,104.07,102.4
,2007,103.92,103.92,104.48,105.88,107,106.56,107.02,108.68,111.99,113.28,116.37,121.36,109.21
,2008,133.39,141.21,148.64,151.51,163.68,169.12,177.97,184.82,192.87,194.84,188.18,178.18,168.7
,2009,172.28,165.14,158.85,151.47,147.25,141.74,138.82,136.18,129.84,117.9,114.4,115.07,140.75
,2010,119.04,121.69,123.56,123.7,122.27,121.19,121.55,122.3,128.54,134.24,136.17,141.1,126.28
,2011,147.98,152.02,152.53,152.03,148.89,150.96,153.31,155.18,156.91,160.44,158.41,159.75,154.03
,2012,159.19,158.32,158.66,159.87,161,161.82,162.99,163.39,163.48,161.27,160.38,161.56,160.99
,2013,160.88,163.4,162.82,163.64,160.36,159.41,159.03,156.76,153.89,151.23,151.52,151.25,157.86
,2014,151.12,153.73,156.02,155.65,154.05,151.54,149.85,150.5,151.51,152.66,153.36,155.07,152.92
          + NITROGENADOS,2005,98.65,98.8,100.26,100.74,98.51,98.88,99.14,99.13,101.05,101.29,100.92,102.77,100
,2006,101.95,101.59,101.2,101.77,102.13,102.67,101.73,101.84,102.07,101.85,102.39,103.73,102.09
,2007,103.54,103.85,104.36,105.63,106.71,106.48,106.86,107.58,110.16,112.35,115.21,119.91,108.55
,2008,131.39,138.06,145.42,147.7,158.76,163.68,171.56,179.1,186.75,187.39,179.62,166.95,163.03
,2009,158.31,150.23,142.77,134.83,131.2,126.78,123.47,122.88,117.96,106.22,102.76,104.01,126.79
,2010,108.63,112.74,113.27,114.83,114.31,113.5,113.79,114.67,121.29,127.3,129.69,135.42,118.28
,2011,143.2,147.53,147.89,147.12,143.67,145.86,148.47,150.29,152.23,155.66,153.62,154.81,149.2
,2012,154.25,153.22,153.03,153.99,155.18,157.03,158.26,158.11,158.82,155.59,154.98,156.4,155.73
,2013,155.84,158.71,158.13,158.71,155.29,154.22,153.56,150.75,147.34,145,145.36,145.29,152.36
,2014,145.77,149,151.74,151.46,149.74,146.82,144.8,145.44,146.89,147.8,148.07,149.81,148.11
          + FOSFATADOS,2005,98.1,97.17,98.83,98.89,99.63,101.1,101.5,101.8,99.88,101.07,101.03,101.02,100
,2006,101.37,101.19,100.7,100.55,101.36,101.49,101.52,101.12,102.04,102.56,101.21,101.82,101.41
,2007,102.07,102.26,101.65,103.13,104.23,103.99,105.8,106.86,113.71,117.72,125.66,132.33,109.97
,2008,141.78,149.32,162.6,160.48,179.8,183.78,187.23,197.43,205.83,214.5,215.01,227.25,185.42
,2009,235.07,228.83,222.07,218.4,193.64,179.5,165.21,153.94,140.11,132.27,125.19,127.96,176.85
,2010,123.45,121.58,122.89,122.46,120.33,120.61,122.22,124.62,134.44,136.82,140.51,141.2,127.57
,2011,140.75,144.46,144.12,144.47,141.76,141.99,142.54,142.17,147.68,152.51,149.12,148.25,144.99
,2012,147.57,148.56,158.84,161.81,162.4,158.4,159.97,161.46,162.25,164.16,161.01,160.19,158.89
,2013,159.35,156.41,155.71,155.87,157.98,158.72,158.57,161.32,164.97,161.36,160.88,160.45,159.28
,2014,155.49,154.14,154.54,153.58,153.01,154.78,154.97,155.39,154.39,160.24,166.71,171.46,157.39
          + POTASICOS,2005,95.11,95.85,100.78,101.3,99.12,97.32,101.45,101.23,101.34,101.41,101.88,103.25,100
,2006,104.84,103.76,105.09,105.64,105.44,106.82,105.69,104.97,104.83,106.31,107.32,108.32,105.75
,2007,108.3,105.5,107.13,109.7,111.11,108.71,109.12,119.24,127,118.88,121.23,127.87,114.48
,2008,146.1,164.07,168.81,179.67,197.46,208.27,228.62,227.58,238.98,248.71,247.73,248.4,208.69
,2009,258.61,259.11,263.34,258.77,261.04,250.88,257.79,242.15,227.67,211.74,209.84,204.26,242.12
,2010,207.33,199.85,213.77,201.76,192.83,188.63,188.97,187.54,188.52,193.27,190.31,190.62,195.3
,2011,193.84,195.46,197.8,199.2,198.5,200.59,201.65,205.25,202.99,206.61,205.43,209.33,201.4
,2012,208.97,208.35,207.68,210.09,210.99,205.51,206.01,210.54,204.82,209.24,207.17,207.37,208.07
,2013,205.76,208.33,207.82,211.12,205.91,205.08,206.99,206.61,204.81,199.87,199.98,198.04,205.05
,2014,195.33,194.79,194.24,193.4,192.21,190.86,190.97,191.85,190.18,190.77,191.94,191.68,192.34
     - COMPUESTOS,2005,97.74,97.65,98.45,98.71,98.85,99.74,100.45,100.92,100.72,101.78,102.67,102.35,100
,2006,103.69,103.35,103.33,104.34,103.61,103.89,102.68,102.69,103.25,103.06,103.39,103.56,103.4
,2007,103.38,104.04,104.74,107.17,111.09,112.42,113.72,116.43,124.48,130.41,137.3,142.79,117.33
,2008,159.7,175.57,190.03,198.54,215.19,223.65,232.09,243.02,246.92,253.41,249.92,244.65,219.39
,2009,229.34,219.04,206.15,192.65,191.16,183.76,180.63,172.75,162.01,138.22,136.38,134.21,178.87
,2010,140.36,141.23,142.25,144.52,145.63,144.49,147.65,151,159.12,165.5,167.2,171.49,151.71
,2011,176.54,179.8,179.45,182.65,182.17,186.15,187.57,189.62,192.21,195.23,195.03,195.61,186.84
,2012,194.66,193.53,193.79,193.44,193.76,195.22,197.63,197.83,198.87,197.83,197.99,198.59,196.1
,2013,197.48,195.12,194.2,192.51,190.82,191.16,191.13,189,181.79,176.24,174.69,173.48,187.3
,2014,172.49,174.37,178.14,177.45,175.68,174.49,174.18,173.98,175.27,175.82,176.23,176.92,175.43
     - ENMIENDAS,2005,100,100,100,100,100,100,100,100,100,100,100,100,100
,2006,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81
,2007,83.78,83.78,83.78,83.78,83.78,83.78,83.78,83.78,83.78,83.78,83.78,83.78,83.78
,2008,85.14,85.14,85.14,85.14,85.14,85.14,85.14,85.14,85.14,85.14,85.14,85.14,85.14
,2009,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.73
,2010,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81
,2011,87.84,87.84,87.84,87.84,87.84,87.84,87.84,87.84,87.84,87.84,87.84,87.84,87.84
,2012,90.54,90.54,90.54,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89
,2013,91.89,91.89,91.89,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.86
,2014,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43
ALIMENTOS DE GANADO,2005,97.56,97.88,98.52,98.56,98.77,99.26,100.43,100.85,101.6,101.99,102.1,102.37,100
,2006,101.14,101.24,101.92,100.8,100.38,99.44,98.71,99.38,100.86,102.18,103.83,104.59,101.21
,2007,106.23,107.39,107.38,108.65,109.6,110.73,112.25,116.41,122.63,127.29,128.2,130.14,115.57
,2008,134.9,135.72,137.42,138.49,138.43,140.68,141.38,137.16,132.68,126.73,120.74,115.74,133.34
,2009,113.1,113.69,112.4,112.24,112.24,113.93,113.51,112.49,111.21,109.65,109.48,109.66,111.97
,2010,109.71,110.23,110.12,109.93,110.66,110.86,112.11,116.01,120.28,124.17,124.67,127.45,115.51
,2011,133.86,135.29,134.77,135.13,135.54,134.33,133.29,132.93,132.28,131.33,130.15,130.19,133.26
,2012,130.46,132.1,134.91,137.16,139.55,140.68,143.2,148.78,152.23,151.78,151.38,152.21,142.87
,2013,152.19,151.37,150.26,149.43,147.45,145.87,142.31,138.1,134.92,134.1,134.02,133.57,142.8
,2014,133.75,133.09,133.52,133.72,133.22,133.03,131.69,130.43,129.23,127.53,127.83,128.9,131.33
     - PIENSOS SIMPLES,2005,94.64,95.75,96.47,97.95,98.59,99.35,101.47,102.46,102.77,103.45,103.47,103.66,100
,2006,105.22,104.52,102.22,102.08,99.83,97.39,96.01,96.41,96.8,99.21,101.28,101.64,100.22
,2007,102.72,103.22,104.57,105.02,107.4,109.61,109.74,112.56,117.84,122.77,123.47,126,112.09
,2008,130.54,131.65,131.87,133.15,132.22,133.02,132.35,129.1,126.93,123.14,119.9,117.99,128.5
,2009,118.87,118.55,116.84,116.06,116.72,116.93,115.47,114.23,112.3,111.44,111.32,111.72,115.05
,2010,111.47,110.54,109.97,110.55,109.97,108.47,109.25,113.23,116.8,120.23,119.79,123.19,113.61
,2011,130.12,131.59,129.21,129.02,126.21,124.76,121.97,123.46,123.8,122.9,123.25,124.27,125.88
,2012,125.59,127.62,132.22,133.87,138.88,137.8,143.76,149.94,150.6,149.62,149.6,150.27,140.82
,2013,149.3,148.88,147.84,148.62,144.09,142.35,136.45,132.69,130.38,130.81,131.05,129.96,139.39
,2014,130.45,131.01,131.25,131.35,130.26,127.97,126.66,125.98,123.28,122.6,123.77,124.58,127.44
     - PIENSOS COMPUESTOS,2005,98.19,98.35,98.97,98.69,98.81,99.25,100.21,100.49,101.34,101.67,101.81,102.08,100
,2006,100.25,100.53,101.86,100.52,100.5,99.89,99.3,100.03,101.74,102.83,104.38,105.23,101.42
,2007,106.99,108.3,107.99,109.45,110.08,110.97,112.8,117.25,123.68,128.27,129.23,131.04,116.33
,2008,135.85,136.61,138.63,139.65,139.78,142.34,143.35,138.91,133.93,127.51,120.92,115.25,134.4
,2009,111.85,112.64,111.44,111.4,111.26,113.27,113.08,112.11,110.97,109.26,109.08,109.21,111.3
,2010,109.32,110.16,110.16,109.8,110.81,111.38,112.74,116.61,121.03,125.03,125.74,128.38,115.93
,2011,134.67,136.1,135.98,136.46,137.57,136.42,135.76,134.99,134.13,133.17,131.66,131.48,134.86
,2012,131.52,133.08,135.49,137.87,139.69,141.3,143.08,148.52,152.59,152.25,151.76,152.63,143.31
,2013,152.82,151.91,150.78,149.61,148.18,146.64,143.58,139.28,135.91,134.82,134.67,134.35,143.55
,2014,134.48,133.54,134.01,134.23,133.87,134.13,132.79,131.4,130.52,128.61,128.72,129.84,132.17
          + PARA BOVINO,2005,99.01,98.74,99.24,97.81,96.95,99.91,99.94,101.25,101.49,101.37,101.83,102.25,100
,2006,101.1,101.32,103.39,100.9,100.65,100.02,100.21,100.29,100.69,101.67,102.25,103.57,101.34
,2007,105.18,106.6,107.24,107.82,108.93,110,112,116.07,121.45,127.01,127.62,128.61,114.88
,2008,135.63,136.37,137.05,136.96,136.31,136.72,135.68,133.85,131.04,127.6,121.56,116.41,132.11
,2009,114.66,113.55,112.38,112.15,112.48,112.82,113.47,112.24,111.3,109.52,109.36,109.42,111.93
,2010,109.49,110.04,110.3,109.67,110.52,111.54,112.41,116.47,118.81,122.23,123.35,126.48,115.1
,2011,133.49,134.74,134.07,134.59,137.03,135.99,135.84,133.13,132.54,132.04,130.53,130.87,133.75
,2012,130.74,132.1,135.31,137.12,139.34,140.25,142.34,146.65,150.21,149.75,150.23,151.7,142.15
,2013,152.88,151.76,150.58,148.04,146.16,145.17,143.29,140.4,136.77,135.47,135.44,134.52,143.38
,2014,133.97,133.66,134.08,133.98,133.93,133.95,133.14,131.72,130.82,128.72,128.8,128.87,132.13
          + PARA OVINO Y CAPRINO,2005,97.52,96.76,98.08,99.13,99.32,99.93,101.73,101.51,101.23,101.33,101.22,102.22,100
,2006,102.48,102.64,102.67,102.11,101.24,100.9,100.2,100.98,101.49,104.1,105.23,105.43,102.45
,2007,109.32,110.26,111.11,113.11,113.5,113.85,114.25,119.05,127.77,132.4,134.02,135.57,119.52
,2008,142.14,144.8,145.91,147.72,146.57,146.81,145.98,143.04,138.65,131.07,124.88,116.28,139.5
,2009,113.84,118.4,116.89,117.3,115.39,119.01,119.02,118.21,116.94,114.23,113.83,112.72,116.31
,2010,113.88,114.16,115.45,114.95,115.5,115.53,117.42,122.16,126.47,128.17,129.98,133.73,120.62
,2011,139.66,141.24,141.29,141,142.01,139.71,139.25,139.56,137.89,137.47,136.46,135.36,139.24
,2012,136.01,138.19,140.91,142.21,145.75,146.59,150.05,157.92,161.32,161.35,160.1,161.7,150.18
,2013,160.56,160.29,159.26,157.31,156.31,154.07,151.39,148,140.93,144.81,144.59,145.03,151.89
,2014,144.32,141.06,143.86,143.89,142.76,142.45,140.27,139.14,137.34,135.08,135.86,135.57,140.14
          + PARA PORCINO,2005,97.78,97.84,98.92,98.11,98.54,98.66,99.94,100.47,101.34,102.67,102.59,103.07,100
,2006,100.51,100.82,102.29,100.79,101.2,100.09,99.24,100.5,103.63,104.35,106.54,107.37,102.28
,2007,109.33,110.61,110.29,111.45,112.23,113.75,115.66,120.77,128.11,133.55,134.15,135.72,119.63
,2008,139.74,140.24,142.81,143.76,144.23,151.17,152.47,143.17,134.33,125.24,116.69,110.42,137.03
,2009,106.54,107.19,106.16,105.7,105.13,107.57,106.87,106.1,104.66,102.78,102.63,103.1,105.37
,2010,103.43,104.44,104.34,103.86,104.99,105.63,107.07,111.96,117.76,122.08,122.44,125.2,111.09
,2011,131.97,133.18,133.09,133.97,134.49,132.85,131.07,130.81,129.78,128.81,127.06,127.02,131.17
,2012,126.96,128.88,131.11,133.91,135.22,136.94,137.05,143.5,148.16,148.19,147.45,148.08,138.78
,2013,149.3,148.08,146.39,145.72,143.07,140.32,136.25,129.93,127.03,126.26,127.01,126.65,137.16
,2014,127.47,126.38,126.97,127.3,126.68,127.46,125.57,124.33,123.68,122.02,122.15,123.71,125.3
          + PARA CONEJOS,2005,98.43,99.1,99.76,99.91,99.86,100.43,99.57,100.33,100.9,100.28,100.43,100.71,100
,2006,99.81,98.43,100.47,99.38,99.43,98.81,99.48,98.72,99.15,102.28,102.47,103.32,100.14
,2007,103.42,104.37,102.18,103.75,104.94,105.18,106.7,113.15,114.86,121.37,124.03,125.55,110.78
,2008,126.83,130.58,130.86,132.57,131.96,131.43,132.67,131.67,127.49,123.03,116.52,113.15,127.4
,2009,110.4,111.68,111.02,108.78,107.74,107.6,107.69,105.56,105.32,105.18,104.56,107.08,107.74
,2010,106.27,105.22,103.66,104.46,104.89,105.56,107.98,108.55,115.19,119.9,117.52,119.85,109.92
,2011,124.31,125.93,127.68,127.02,124.69,127.49,126.97,128.54,129.2,129.96,127.73,129.11,127.4
,2012,128.4,128.96,131.53,134.57,136.42,138.75,140.36,141.64,143.87,144.59,148.43,150.09,138.98
,2013,149.76,149,148.34,147.91,146.63,146.49,143.87,137.84,135.04,135.38,134.81,135,142.5
,2014,132.67,134.14,132.38,132.76,132.76,132.81,132.91,130.72,130.34,129.77,130.72,132.34,132.05
          + PARA  AVES,2005,98.26,99.01,98.85,100.18,100.66,99.38,100.69,99.75,101.29,100.53,100.76,100.46,100
,2006,98.78,99.29,99.88,99.65,99.24,99.42,98.46,99.04,99.9,101.19,102.75,103.34,100.08
,2007,104.77,106.12,105.08,107.65,107.62,107.49,109.29,112.69,118.73,120.87,122.4,125.38,112.33
,2008,129.73,130.28,132.89,134.76,135.29,133.28,135.82,136.47,135.75,131.13,127.2,122.25,132.06
,2009,118,119.97,118.45,119.47,120.03,122.77,122.61,121.64,120.75,119.36,119.2,118.74,120.09
,2010,118.46,119.59,119.5,119.44,120.56,120.68,122.12,124.44,128.13,132.39,133.49,135.37,124.52
,2011,140.55,142.43,142.48,142.53,143.92,143.18,143.86,143.49,142.6,140.98,139.84,139,142.07
,2012,139.33,140.47,142.43,144.72,146.75,148.81,152.81,157.66,161.52,160.5,159.21,159.72,151.15
,2013,157.65,157.32,157.09,156.3,157.16,157.06,154.56,152.43,149.02,146.61,144.95,145.06,152.94
,2014,145.02,143.91,144.13,144.44,144.3,144.03,143.09,141.55,140.42,138.13,138.03,139.48,142.21
