PRODUCTOS,AÑO,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiem.,Octubre,Noviem.,Diciem.,Anual
PROTECCION FITOPATOLOGICA,2005,98.84,98.86,99.52,99.63,100.27,100.19,100.31,100.44,100.32,100.56,100.56,100.51,100
,2006,101.03,101.15,101,101.4,102.12,101.85,101.99,101.84,102.74,102.39,102.79,102.26,101.88
,2007,102.6,102.69,103.36,103.83,104.01,103.88,104.03,104.39,104.04,104.4,104.76,104.58,103.88
,2008,104.55,104.81,107.1,108.8,109.37,111.11,111.48,112.06,112,112.87,113.18,113.47,110.07
,2009,114.46,114.2,114,113.76,113.84,113.33,112.87,112.56,112.86,113.23,113.48,113.63,113.52
,2010,114.07,113.96,114.37,113.73,113.52,114.38,113.55,113.17,113.43,113.36,113.82,113.56,113.74
,2011,113.11,113.28,113.25,112.92,112.84,112.95,113.55,113.19,113.57,113.32,113.28,113.28,113.21
,2012,113.52,113.52,113.45,113.38,113.49,115.14,115.12,115.05,114.98,115.16,116.75,117.65,114.77
,2013,117.56,118.38,117.68,118.1,117.56,118.06,118.11,118.28,118.8,119.04,119.27,119.1,118.33
,2014,119.28,118.95,119.62,118.19,118.5,117.83,118.07,118.39,118.32,118.57,117.89,118.51,118.51
TRATAMIENTOS ZOOSANITARIOS,2005,98.57,98.77,98.98,99.38,99.68,99.87,100.18,100.43,100.62,100.84,101.18,101.49,100
,2006,101.89,102.19,102.61,103.12,103.53,103.95,104.35,104.75,105.2,105.3,105.46,105.59,104
,2007,105.72,106.05,106.26,106.54,106.82,107.06,107.33,107.54,107.87,108.3,108.61,108.91,107.25
,2008,109.5,109.94,110.26,110.63,110.99,111.33,111.59,112.15,112.6,112.93,113.15,113.45,111.55
,2009,113.69,113.86,114.09,114.3,114.51,114.78,114.91,114.96,114.99,115.08,115.11,115.15,114.62
,2010,115.18,114.98,114.87,114.77,114.74,114.74,114.77,114.78,114.81,114.81,115.01,115.23,114.89
,2011,115.21,115.27,115.32,115.36,115.32,114.51,114.44,114.41,114.69,114.75,114.66,114.66,114.88
,2012,114.75,114.93,115.13,115.4,115.44,115.45,115.78,115.87,116.16,116.22,116.23,116.28,115.64
,2013,116.44,116.6,116.51,116.38,117.17,117.27,117.37,117.28,117.23,117.27,117.28,117.32,117.01
,2014,117.23,117.31,117.34,117.39,117.51,117.56,117.65,117.86,118.01,118.09,117.49,118.09,117.63
CONS. Y REP. MAQUINARIA,2005,98.79,98.87,98.68,99.5,99.55,99.37,100.93,101.02,100.64,101.07,100.69,100.74,100
,2006,108.7,107.85,108,108.13,108.25,109.02,109.22,109.87,110.29,110.31,110.41,110.09,109.18
,2007,107.39,105.58,105.9,105.91,105.91,105.79,105.86,105.8,107.25,107.65,107.9,107.77,106.56
,2008,113.17,113.66,113.71,114.06,114.6,117.41,116.99,116.83,117.05,116.85,116.79,116.76,115.65
,2009,116.83,120.84,120.68,120.52,120.6,121.03,121.11,121.08,121.54,121.86,123.55,122.08,120.98
,2010,121.15,121.68,122.09,121.48,121.19,121.77,121.11,121.02,121.11,121.15,121.7,121.87,121.44
,2011,122.86,124.15,122.88,122.57,123.41,123.7,123.95,123.9,123.91,123.81,123.75,123.82,123.56
,2012,124.13,123.45,123.42,123.57,124.15,124.12,124.17,124.11,124.18,124.55,123.83,124.75,124.03
,2013,124.89,125.74,125.02,125.4,125.94,125.08,126.18,126.53,126.63,126.76,126.79,126.8,125.98
,2014,126.66,126.43,126.53,126.55,126.63,127.08,127.52,127.35,127.38,126.9,126.78,126.09,126.83
CONS. Y REP. EDIFICIOS,2005,98.48,98.48,98.48,100.02,100.02,100.02,100.53,100.53,100.53,100.97,100.97,100.97,100
,2006,102.19,102.19,102.19,102.79,106.04,106.04,107.28,107.28,107.28,108.24,108.24,108.24,105.67
,2007,108.26,108.26,108.26,108.68,108.68,109.61,110.46,110.46,110.46,111.2,111.2,111.2,109.73
,2008,111.7,111.7,111.68,112.77,112.77,112.77,118.05,118.23,118.41,120.07,120.07,120.07,115.69
,2009,119.29,119.29,119.29,119.98,119.98,119.98,121.74,121.74,121.74,122.24,122.24,122.24,120.81
,2010,122.4,122.4,122.4,122.62,122.62,122.62,123.42,123.42,123.42,123.38,123.38,123.38,122.96
,2011,123.52,123.52,123.52,125.63,125.63,125.63,126.6,126.6,126.6,126.67,126.67,126.67,125.61
,2012,126.34,126.34,126.34,126.45,126.45,126.45,126.49,126.49,126.49,126.31,126.31,126.4,126.4
,2013,124.03,124.03,124.03,124.19,124.19,124.19,124.19,124.19,124.19,124.58,124.58,124.58,124.25
,2014,124.81,124.81,124.81,124.81,124.81,124.81,125.17,125.17,125.17,125.2,125.2,125.2,125
ENERGIA Y LUBRICANTES,2005,88.35,90.28,94.21,98.85,95.26,99.53,102.92,105.65,108.4,108.55,104.24,103.73,100
,2006,104.74,105.92,105.41,110.39,110.49,110.8,112.71,112.12,108.56,105.65,105.71,105.03,108.12
,2007,103,103.32,104.98,107.27,108.27,110.57,111.27,111.71,113.53,114.97,121.42,122.22,111.06
,2008,122.67,126.71,131.31,135.68,147.16,151.67,153.65,145.11,138.34,128.8,116.62,104.92,133.55
,2009,104.23,100.73,98.89,101.26,102.3,106.57,108.85,109.32,108.96,110.46,111.59,112.13,106.28
,2010,115.19,117.02,121.02,127.29,127.73,129.8,129.44,127.73,127.84,129.93,132.76,137.86,126.96
,2011,143.65,147.63,153.23,154.21,149.48,148.93,150.59,150.32,152.49,153.04,156.19,156.02,151.32
,2012,159.45,162.47,163.65,162.74,160.81,157.25,162.97,166.35,168.63,166.89,164.67,162.28,163.19
,2013,165.19,166.82,164.91,158.76,157.52,157,160.14,162.21,164.26,160.45,160.07,161.17,161.54
,2014,161.14,161.47,161.11,160.34,159.1,159.16,161.83,162.7,161.59,157.82,158.84,149.77,159.57
     - CARBURANTES,2005,84.4,86.95,92.28,98.6,93.66,99.46,103.93,107.62,111.24,111.42,105.55,104.85,100
,2006,104.88,106.41,105.8,112.47,112.58,113.01,115.02,114.24,109.41,105.44,105.55,104.62,109.11
,2007,100.86,101.23,103.41,106.6,107.96,111.07,111.48,112.06,114.55,116.51,125.25,126.33,111.44
,2008,125.9,131.29,137.4,143.24,158.87,165.04,165.93,154.21,144.97,131.98,115.41,99.5,139.47
,2009,97.13,92.36,89.86,93.14,94.58,100.37,102.12,102.78,102.29,104.32,105.87,106.6,99.29
,2010,109.54,111.8,117.13,125.59,126.16,128.96,128.46,126.18,126.33,127.32,131.1,138.02,124.71
,2011,141.91,147.3,154.92,156.21,149.78,149.01,150.52,150.09,152.94,153.8,157.96,157.73,151.84
,2012,162.3,166.42,168.02,163.64,161,156.13,162.08,166.68,169.79,167.37,164.35,161.11,164.07
,2013,163.46,165.65,162.95,158.01,156.43,155.7,160.01,161.29,164,157.27,156.71,159.88,160.12
,2014,157.03,157.01,156.52,155.52,153.89,153.97,153.35,152.93,151.42,146.25,141.17,128.85,150.65
     - ELECTRICIDAD,2005,100,100,100,100,100,100,100,100,100,100,100,100,100
,2006,104.45,104.45,104.45,104.45,104.45,104.45,106.18,106.18,106.18,106.18,106.18,106.18,105.32
,2007,109.15,109.15,109.15,109.15,109.15,109.15,111,111,111,111,111,111,110.14
,2008,114.59,114.59,114.59,114.59,114.59,114.59,121.01,121.01,121.01,121.01,121.01,121.01,117.8
,2009,125.59,125.59,125.59,125.59,125.59,125.59,130.28,130.28,130.28,130.28,130.28,130.28,127.94
,2010,133.75,133.75,133.75,133.75,133.75,133.75,133.75,133.75,133.75,140.17,140.17,140.17,135.35
,2011,153.89,153.89,153.89,153.89,153.89,153.89,156.24,156.24,156.24,156.24,156.24,156.24,155.13
,2012,156.24,156.24,156.24,167.12,167.12,167.12,173.67,173.67,173.67,173.67,173.67,173.67,167.74
,2013,178.86,178.86,178.86,167,167,167,167,172.31,172.31,177.63,177.63,172.31,173.05
,2014,181.71,183.31,183.31,183.31,183.31,183.31,198.02,203.46,203.46,203.46,225.83,225.83,196.54
     - LUBRICANTES,2005,96.39,97.54,97.7,97.7,98.53,98.53,100.7,101.01,102.67,102.96,103.14,103.14,100
,2006,103.98,104.99,103.76,105.43,105.64,105.64,106.93,106.52,106.36,106.45,106.04,106.04,105.65
,2007,108.07,108.86,109.99,109.07,109.08,109.34,109.43,109.72,109.58,109.59,109.98,110.15,109.4
,2008,110.33,111.73,113.9,115.42,115.29,114.87,114.17,115.4,115.84,115.84,115.8,115.55,114.51
,2009,116.97,117.04,117.04,116.29,115.88,116.18,116.26,116.02,116,116.02,116,116.05,116.31
,2010,119.02,122.26,123.9,124.95,125.29,125.53,125.8,125.08,125.13,125.08,126,126.22,124.52
,2011,126.61,126.99,126.93,127.6,127.45,127.79,128.67,129.68,131.03,129.59,131.25,131.25,128.74
,2012,132.61,132.56,132.54,132.54,132.61,133.09,132.14,132.25,132.02,132.76,132.76,132.71,132.55
,2013,134.07,134.63,135.97,135.96,134.42,134.83,134.26,134.26,135.47,135.5,136.06,134.24,134.97
,2014,135.52,135.57,135.57,134.81,134.13,134.1,134.1,134.51,134.51,134.91,134.87,134.6,134.77
MATERIAL Y PEQUEÑO UTILLAJE,2005,97.89,98.34,98.66,99.39,99.89,100.54,100.75,100.77,101.15,100.72,100.9,101.04,100
,2006,102.47,103.27,103.25,104.32,104.76,105.04,104.87,105.2,105.88,106.17,106.2,105.98,104.79
,2007,105.96,105.31,106.01,106.53,107.11,106.92,107.33,107.44,107.55,107.06,108.52,109.27,107.09
,2008,109.91,109.28,108.13,109.15,109.15,109.65,110.4,110.7,110.8,111.5,111.63,111.99,110.19
,2009,111.75,112.57,111.98,110.76,110.18,108.33,108.07,108.67,108.38,108.82,109.23,109.44,109.85
,2010,109.84,109.73,109.31,109.14,109.58,109.51,110,110.14,110.81,111.63,111.57,111.75,110.25
,2011,112.5,113.71,116.73,114.83,114.53,114.87,115.23,115.8,115.85,115.92,116.01,115.64,115.14
,2012,116.04,115.69,115.43,115.38,116,116.22,117,116.48,116.33,116.19,116.03,117.15,116.17
,2013,120.9,121.45,121.59,121.89,121.48,121.22,121.59,121.82,121.56,121.36,122.34,121.88,121.6
,2014,121.04,120.96,121.39,121.41,121.13,121.25,121.64,122.43,120.58,120.7,120.21,120.5,121.11
GASTOS GENERALES,2005,96.42,97.03,97.94,99.07,99.19,99.89,101.44,102.1,102.94,101.92,101.18,100.91,100
,2006,102.96,103.13,103.57,105.16,105.9,105.88,106.94,107.61,105.76,103.6,103.65,104.21,104.86
,2007,104.9,104.91,105.97,107.12,107.82,108.34,108.98,108.72,108.5,108.07,109.45,110.34,107.76
,2008,111.75,111.73,113.32,113.98,116.2,117.9,119.5,118.01,117.04,114.45,111.93,109.97,114.65
,2009,110.29,110.66,110.31,110.83,111.18,113.09,113.56,114.53,113.31,110.43,112.43,112.87,111.96
,2010,115.15,114.82,116.32,117.96,118.47,118.26,119.21,119.39,119.18,116.76,118.69,121.02,117.93
,2011,124.3,124.71,126.38,127.83,127.16,126.89,128.32,128.11,128.18,124.81,126.64,127.34,126.72
,2012,129.6,129.95,131.46,133.8,125.23,131.13,133.72,135.86,137.34,132,131.84,132.55,132.04
,2013,133.55,134.3,134.2,132.71,132.23,132.34,134.12,135.01,134.77,130.37,131.57,132.77,133.16
,2014,133.72,133.38,133.38,133.91,134.05,134.01,134.13,134.52,134.99,130.07,129.89,127.65,132.81
BIENES DE INVERSION   (INPUT II),2005,99.8,99.86,99.86,99.04,99.19,99.38,99.84,99.88,99.95,101.06,101.07,101.07,100
,2006,101.72,101.75,101.72,101.89,102.67,102.76,104.46,104.53,104.57,106.27,106.28,106.34,103.75
,2007,105.58,105.61,105.7,107.05,107.37,107.58,109.59,109.71,109.75,111.43,111.52,111.61,108.54
,2008,113.04,113.07,113.02,114.09,114.18,114.33,116.12,116.41,116.67,117.74,117.81,117.84,115.36
,2009,118.15,118.15,118.15,117.13,117,117.03,117.02,116.99,113.68,117.95,117.92,117.89,117.26
,2010,116.94,116.97,116.94,118.7,118.81,118.8,118.99,119.02,119.02,119.31,119.31,119.42,118.52
,2011,119.72,119.79,119.79,120.52,120.52,120.55,121.05,121.09,121.12,121.63,121.73,121.73,120.77
,2012,121.44,121.47,121.47,123.62,123.69,123.72,122.92,122.93,122.97,123.88,123.88,123.82,122.99
,2013,124.73,124.84,124.84,124.49,124.63,124.71,125.54,125.5,125.5,127.64,127.62,127.63,125.64
,2014,128.07,128.05,128.02,127.41,127.55,127.69,127.16,127.15,127.19,127.55,127.58,127.55,127.58
MAQUINARIA Y OTROS BIENES DE EQUIPO,2005,100.85,100.95,100.95,98.81,99.08,99.39,99.24,99.3,99.42,100.66,100.67,100.67,100
,2006,101.2,101.25,101.2,101,101.36,101.52,101.99,102.11,102.17,104.4,104.42,104.52,102.26
,2007,103.13,103.19,103.34,104.73,105.29,105.64,107.45,107.66,107.73,110.51,110.66,110.81,106.68
,2008,112.69,112.74,112.79,113.51,113.67,113.93,114.56,114.66,114.71,115.01,115.12,115.18,114.05
,2009,117.54,117.54,117.53,115.31,115.09,115.14,115.15,115.1,115.2,116.6,116.54,116.49,116.1
,2010,114.78,114.84,114.78,117.33,117.52,117.51,116.32,116.37,116.37,116.96,116.97,117.15,116.41
,2011,117.3,117.42,117.42,116.96,116.97,117.01,117.15,117.21,117.27,118.05,118.23,118.22,117.43
,2012,118.12,118.18,118.18,121.65,121.78,121.83,120.45,120.46,120.53,122.47,122.48,122.37,120.71
,2013,123.83,124.02,124.02,122.66,122.9,123.03,123.97,123.9,123.9,127.73,127.7,127.72,124.61
,2014,128.28,128.27,128.21,127.14,127.39,127.64,126.63,126.63,126.69,127.32,127.37,127.32,127.41
OBRAS DE INVERSION,2005,98.36,98.36,98.36,99.36,99.36,99.36,100.67,100.67,100.67,101.61,101.61,101.61,100
,2006,102.44,102.44,102.44,103.12,104.46,104.46,107.86,107.86,107.86,108.84,108.84,108.84,105.78
,2007,108.93,108.93,108.93,110.23,110.23,110.23,112.52,112.52,112.52,112.7,112.7,112.7,111.09
,2008,113.52,113.52,113.34,114.89,114.89,114.89,118.25,118.81,119.36,121.5,121.5,121.5,117.16
,2009,118.99,118.99,118.99,119.61,119.61,119.61,119.58,119.58,111.59,119.81,119.81,119.81,118.84
,2010,119.91,119.91,119.91,120.57,120.57,120.57,122.66,122.66,122.66,122.53,122.53,122.53,121.42
,2011,123.04,123.04,123.04,125.4,125.4,125.4,126.41,126.41,126.41,126.55,126.55,126.55,125.35
,2012,125.99,125.99,125.99,126.33,126.33,126.33,126.32,126.32,126.32,125.8,125.8,125.8,126.11
,2013,125.96,125.96,125.96,127.01,127.01,127.01,127.69,127.69,127.69,127.51,127.51,127.51,127.04
,2014,127.77,127.76,127.76,127.77,127.77,127.77,127.88,127.88,127.88,127.86,127.86,127.86,127.82
