destination_profile,count,mean,median,min,max
cooked_emulsion,120,93.77218483613005,89.10150615626486,37.88366337310442,211.11609461138872
cured_embutido,574,296.68074666586784,275.6167941624842,15.021012171137578,658.0941512653599
fresh_preparation,467,249.64613658411545,191.444314213834,90.29143219810712,1055.525356688279
