source_id,path,size_bytes,sha256,access_date,retrieval_method
INE_CPI,data/raw/external/INE_CPI/76128.csv,17893305,3172d23378b962c321177b2e3f31e2f18a6c6e8afbf2b8b2f87b35866ee5e9ff,2026-05-18,cached_snapshot
MAPA_PRICES_OM,data/raw/external/MAPA_PRICES_OM/s502025rv0.xlsx,1252729,1e9cf66bcabab2adff0f0334ab24956bc969c183fe4d160addd4f0d516e08100,2026-05-18,cached_snapshot
MAPA_SLAUGHTER_MAPA,data/raw/external/MAPA_SLAUGHTER_MAPA/boletin--diciembre-2025-web.xlsx,241556,a8d00d58d3125267e52073e4d2398a88129bec271507e582cf0d2fcf822283e7,2026-05-18,cached_snapshot
MAPA_SLAUGHTER_MAPA,data/raw/external/MAPA_SLAUGHTER_MAPA/sacrificio_anual_2024.xlsx,164090,7fd3b075418a3e8d6332fc03dbf24b7a69807ce94188a12e589cb35fd760fc2f,2026-05-18,cached_snapshot
MAPA_SLAUGHTER_MAPA,data/raw/external/MAPA_SLAUGHTER_MAPA/sacrificio_exhaustivo_2023.xlsx,166076,2f8261a46f6e5ce207bc6e6e70fb7b34bfcc3f8a1df1f7653be0cd984a5d94cb,2026-05-18,cached_snapshot
MAPA_SLAUGHTER_MAPA,data/raw/external/MAPA_SLAUGHTER_MAPA/web-mapa-1-junio-24-25-web-0.xlsx,647011,3f46eb5e130b1343925223566fbec6977d4c213f49af6204b77af2dce3e45084,2026-05-18,cached_snapshot
MAPA_SLAUGHTER_MAPA,data/raw/external/MAPA_SLAUGHTER_MAPA/web-mapa-2-diciembre-24-25-web.xlsx,706302,1c4fa965d351ea1a32e30a34ba49a00a16dc72fb2c1f7d41f99a3746e1c70bcf,2026-05-18,cached_snapshot
