epoch,train_loss,val_severity_rmse,val_severity_mae,val_stage_accuracy,val_stage_macro_f1,val_stage_balanced_accuracy,val_watch_foul_auc,val_watch_foul_ap,val_watch_foul_f1,val_foul_h_auc,val_foul_h_ap,val_foul_h_f1,val_actionable_foul_auc,val_actionable_foul_ap,val_actionable_foul_f1,val_clog_h_auc,val_clog_h_ap,val_clog_h_f1,val_tte_foul_mae_min,val_tte_clog_mae_min,val_ttu_mae_min,val_objective
1,4.209677638463032,0.00010905815495501545,8.157675823262871e-05,0.9315504616364215,0.8943345650631759,0.9203669114968287,0.9801893244175307,0.6350536804642979,0.3229543808834178,0.9801893244175307,0.6350536804642979,0.3229543808834178,0.9609166932992437,0.04684395458080837,0.06896551724137931,0.9313433503431156,0.14176463662728617,0.10351201478743069,76.53811732859643,16.776685924220335,63.787617466700986,1.746705595795168
2,2.613117578404921,0.000124011513731792,7.725947576535454e-05,0.9743712193568927,0.9618616320642288,0.9679309079955982,0.9853498614699383,0.7055348971309322,0.5159010600706714,0.9853498614699383,0.7055348971309322,0.5159010600706714,0.9638129860445296,0.0500349717584663,0.07535321821036106,0.9396593819075061,0.1699222657743869,0.10745233968804159,46.98124026948576,10.666815287138542,46.27404865851185,1.9085519349316586
3,2.3361151444691197,0.00015347144076097502,0.00012034548890763275,0.9713467048710601,0.958497898900721,0.9669801506006036,0.9839141464327047,0.7440026685729574,0.5077844311377245,0.9839141464327047,0.7440026685729574,0.5077844311377245,0.9704112069883881,0.0639925835745788,0.13278008298755187,0.9391598981649564,0.14000821181155287,0.10845295055821372,58.62469763681411,26.905549915153408,85.86277213073087,1.9080004398693597
4,1.7013013535811576,0.00010028348331026756,6.862185904030028e-05,0.9772365488697867,0.9644958458325256,0.9633017744055842,0.9832887153528718,0.6707538164770727,0.6282894736842105,0.9832887153528718,0.6707538164770727,0.6282894736842105,0.9598846809417279,0.04657337653625178,0.0,0.9428836612903826,0.11482700591877655,0.1037037037037037,93.20340835664804,46.50731365455256,158.1971704266854,1.8340360035048155
5,2.092384419047538,9.931898864011049e-05,6.90431015364266e-05,0.975326329194524,0.9621076858361081,0.97081783443161,0.9872349224348558,0.7622969567329191,0.5586297760210803,0.9872349224348558,0.7622969567329191,0.5586297760210803,0.9376265047405987,0.028838941230115166,0.0,0.9437037092259121,0.12297476780003622,0.11392405063291139,37.85157933761951,16.854975924754516,74.41770846287334,1.9147806729966799
6,1.86401929444185,0.00010387039609366502,7.545213190839269e-05,0.9745304043298313,0.9583332676263353,0.95543581817147,0.9855303304847968,0.7300202892240708,0.5301204819277109,0.9855303304847968,0.7300202892240708,0.5301204819277109,0.9308618301906892,0.026057461356564022,0.0,0.9394021850549991,0.14100469739864172,0.10795454545454546,37.75735409098118,14.351884065407623,58.461349562261184,1.8967780791607438
7,1.6307838097858576,0.00011112946316873637,7.922058824422406e-05,0.9820120980579433,0.972741846266282,0.971579335864592,0.9848800575162787,0.7600168467717459,0.6023054755043228,0.9848800575162787,0.7600168467717459,0.6023054755043228,0.8743674762970064,0.016144168628763857,0.0,0.9379074613179662,0.0789808845533245,0.12345679012345678,53.27142749338232,17.098288572050894,61.304883131894364,1.8980692899291718
8,1.8963711373048064,9.918248881965564e-05,6.788873289669911e-05,0.9824896529767589,0.9741373455834488,0.9770136111246176,0.9844924509884149,0.7130190616803603,0.6049204052098408,0.9844924509884149,0.7130190616803603,0.6049204052098408,0.8833160221583041,0.015790568379918747,0.0,0.9366102945835834,0.1120304208751162,0.11904761904761904,42.9730818972243,12.609681248171471,53.89182300341429,1.886759741618847
