provincia_id,nombre,lat_centroide,lon_centroide,dist_puerto_min_km,puerto_referencia
1,Araba/Álava,42.83493875135869,-2.718100041074741,50.75679846543509,bilbao_graneles
2,Albacete,38.82754835338438,-1.9795424083372128,155.59681733555922,valencia_graneles
3,Alacant/Alicante,38.47857227753647,-0.567248285280583,102.78276173514878,cartagena_escombreras
4,Almería,37.19610314740895,-2.3452811604927803,128.6755772338545,cartagena_escombreras
5,Ávila,40.57229099491094,-4.945396998193062,334.7095896776094,santander_graneles
6,Badajoz,38.7115002185918,-6.14120145448277,147.64979523829717,sevilla_eurovia
7,Illes Balears,39.5738148618403,2.907973793120057,221.54611459138994,tarragona_graneles
8,Barcelona,41.73220295488999,1.98436712206422,91.5312992020545,tarragona_graneles
9,Burgos,42.373325424482935,-3.58572216822109,112.2646235502942,bilbao_graneles
10,Cáceres,39.7137956637238,-6.160317967462354,258.94416329756655,sevilla_eurovia
11,Cádiz,36.553875466007234,-5.760626178356707,95.13363756623352,sevilla_eurovia
12,Castelló/Castellón,40.24195746335441,-0.1456071092781702,88.099916167312,valencia_graneles
13,Ciudad Real,38.92705458106916,-3.828832084144407,255.2209442936476,sevilla_eurovia
14,Córdoba,37.99485656902838,-4.809649093820608,124.20981265596254,sevilla_eurovia
15,A Coruña,43.12845797254708,-8.46222055094155,231.08497144160847,musel_gijon
16,Cuenca,39.89900285015985,-2.1966999025851988,162.9199290807873,valencia_graneles
17,Girona,42.129089669555775,2.673692467447997,163.00735209497373,tarragona_graneles
18,Granada,37.31622136175401,-3.2652038870239517,203.7532394148029,cartagena_escombreras
19,Guadalajara,40.81502276954275,-2.6227834118163096,242.5570192567739,valencia_graneles
20,Gipuzkoa/Guipúzcoa,43.145133836581245,-2.192639470642982,61.58091759297619,bilbao_graneles
21,Huelva,37.5779375026106,-6.828557405832904,37.16274432743539,huelva_muelle_sur
22,Huesca,42.2055248468586,-0.0732915557486054,163.7408448393481,tarragona_graneles
23,Jaén,38.01841246166948,-3.44183824906563,220.18928852047046,cartagena_escombreras
24,León,42.62120907686903,-5.840390827031536,103.72255758585952,musel_gijon
25,Lleida,42.04675759200456,1.0488463690274432,104.76521256783712,tarragona_graneles
26,La Rioja,42.27513130345707,-2.519122619584897,114.97178848514923,bilbao_graneles
27,Lugo,43.01576129321103,-7.44599671275855,155.8829860901922,musel_gijon
28,Madrid,40.49570492537809,-3.716297505604557,306.5615111850625,valencia_graneles
29,Málaga,36.81454600777327,-4.724683646824519,129.51143584008886,sevilla_eurovia
30,Murcia,38.00316076276596,-1.4838322714604668,61.31233140911275,cartagena_escombreras
31,Navarra,42.66967995255984,-1.6460051443046988,123.90468733946132,bilbao_graneles
32,Ourense,42.19751485749716,-7.591528770009726,217.13865637344617,musel_gijon
33,Asturias,43.29241408049785,-5.992136148482737,38.680897238319865,musel_gijon
34,Palencia,42.3738443520044,-4.53671219321823,134.68033296505078,santander_graneles
35,Las Palmas,28.36409427079205,-14.549960861519976,1216.5987580236226,huelva_muelle_sur
36,Pontevedra,42.43699850699372,-8.461208336709188,258.79388297903097,musel_gijon
37,Salamanca,40.806833271773385,-6.065516027141592,306.26633177537485,musel_gijon
38,Santa Cruz De Tenerife,28.315057275631244,-17.02519142871508,1367.9786574317477,huelva_muelle_sur
39,Cantabria,43.19761431688482,-4.030175638298632,34.36053442570878,santander_graneles
40,Segovia,41.1724888485408,-4.052635974780771,250.00521982622644,bilbao_graneles
41,Sevilla,37.43708160911728,-5.682432933590774,28.156122209306282,sevilla_eurovia
42,Soria,41.62168469918996,-2.588096941107098,184.7122519694257,bilbao_graneles
43,Tarragona,41.08843229343225,0.8198247417077001,36.570265816664914,tarragona_graneles
44,Teruel,40.66361128408589,-0.814254747382234,137.88678558961232,valencia_graneles
45,Toledo,39.794776077405714,-4.148381205683431,311.9917603013756,sevilla_eurovia
46,València/Valencia,39.3721961315895,-0.801009412418671,38.05600631655522,valencia_graneles
47,Valladolid,41.635264106607934,-4.847522856791113,220.17130091874765,santander_graneles
48,Bizkaia/Vizcaya,43.23819778541319,-2.8535474832446948,7.15051362090673,bilbao_graneles
49,Zamora,41.729053354563824,-5.981143425100381,203.58996435964954,musel_gijon
50,Zaragoza,41.62435397797469,-1.0657427219088509,201.66021977934417,tarragona_graneles
51,Ceuta,35.88877230894036,-5.344669001095974,176.59100285773815,sevilla_eurovia
52,Melilla,35.29177633896172,-2.948447937242432,312.2667769115758,cartagena_escombreras
