date,source,dataset,subseries,value,unit,notes
2019-12-01,INE,CPI,01.1.2.5,2.2,index,table_id=76128
2019-12-02,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2019-12-09,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2019-12-16,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2019-12-23,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2019-12-30,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-01-01,INE,CPI,01.1.2.3,78.507,index,table_id=76128
2020-01-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2020-01-01,INE,CPI,01.1.2.3,4.4,index,table_id=76128
2020-01-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2020-01-01,INE,CPI,01.1.2.5,75.783,index,table_id=76128
2020-01-01,INE,CPI,01.1.2.5,0.3,index,table_id=76128
2020-01-01,INE,CPI,01.1.2.5,2.8,index,table_id=76128
2020-01-01,INE,CPI,01.1.2.5,0.3,index,table_id=76128
2020-01-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-01-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-01-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-01-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-02-01,INE,CPI,01.1.2.3,79.657,index,table_id=76128
2020-02-01,INE,CPI,01.1.2.3,1.5,index,table_id=76128
2020-02-01,INE,CPI,01.1.2.3,6.1,index,table_id=76128
2020-02-01,INE,CPI,01.1.2.3,1.6,index,table_id=76128
2020-02-01,INE,CPI,01.1.2.5,75.583,index,table_id=76128
2020-02-01,INE,CPI,01.1.2.5,-0.3,index,table_id=76128
2020-02-01,INE,CPI,01.1.2.5,1.9,index,table_id=76128
2020-02-01,INE,CPI,01.1.2.5,0.1,index,table_id=76128
2020-02-03,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-02-10,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-02-17,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-02-24,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-03-01,INE,CPI,01.1.2.3,80.001,index,table_id=76128
2020-03-01,INE,CPI,01.1.2.3,0.4,index,table_id=76128
2020-03-01,INE,CPI,01.1.2.3,6.4,index,table_id=76128
2020-03-01,INE,CPI,01.1.2.3,2.1,index,table_id=76128
2020-03-01,INE,CPI,01.1.2.5,75.513,index,table_id=76128
2020-03-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2020-03-01,INE,CPI,01.1.2.5,2.0,index,table_id=76128
2020-03-01,INE,CPI,01.1.2.5,0.0,index,table_id=76128
2020-03-02,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-03-09,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-03-16,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-03-23,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-03-30,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-04-01,INE,CPI,01.1.2.3,80.634,index,table_id=76128
2020-04-01,INE,CPI,01.1.2.3,0.8,index,table_id=76128
2020-04-01,INE,CPI,01.1.2.3,7.1,index,table_id=76128
2020-04-01,INE,CPI,01.1.2.3,2.9,index,table_id=76128
2020-04-01,INE,CPI,01.1.2.5,76.43,index,table_id=76128
2020-04-01,INE,CPI,01.1.2.5,1.2,index,table_id=76128
2020-04-01,INE,CPI,01.1.2.5,3.0,index,table_id=76128
2020-04-01,INE,CPI,01.1.2.5,1.2,index,table_id=76128
2020-04-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-04-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-04-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-04-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-05-01,INE,CPI,01.1.2.3,80.646,index,table_id=76128
2020-05-01,INE,CPI,01.1.2.3,0.0,index,table_id=76128
2020-05-01,INE,CPI,01.1.2.3,6.8,index,table_id=76128
2020-05-01,INE,CPI,01.1.2.3,2.9,index,table_id=76128
2020-05-01,INE,CPI,01.1.2.5,76.82,index,table_id=76128
2020-05-01,INE,CPI,01.1.2.5,0.5,index,table_id=76128
2020-05-01,INE,CPI,01.1.2.5,3.0,index,table_id=76128
2020-05-01,INE,CPI,01.1.2.5,1.7,index,table_id=76128
2020-05-04,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-05-11,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-05-18,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-05-25,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-06-01,INE,CPI,01.1.2.3,80.55,index,table_id=76128
2020-06-01,INE,CPI,01.1.2.3,-0.1,index,table_id=76128
2020-06-01,INE,CPI,01.1.2.3,5.8,index,table_id=76128
2020-06-01,INE,CPI,01.1.2.3,2.8,index,table_id=76128
2020-06-01,INE,CPI,01.1.2.5,76.736,index,table_id=76128
2020-06-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2020-06-01,INE,CPI,01.1.2.5,3.1,index,table_id=76128
2020-06-01,INE,CPI,01.1.2.5,1.6,index,table_id=76128
2020-06-01,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-06-08,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-06-15,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-06-22,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-06-29,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-07-01,INE,CPI,01.1.2.3,80.347,index,table_id=76128
2020-07-01,INE,CPI,01.1.2.3,-0.3,index,table_id=76128
2020-07-01,INE,CPI,01.1.2.3,4.6,index,table_id=76128
2020-07-01,INE,CPI,01.1.2.3,2.5,index,table_id=76128
2020-07-01,INE,CPI,01.1.2.5,76.889,index,table_id=76128
2020-07-01,INE,CPI,01.1.2.5,0.2,index,table_id=76128
2020-07-01,INE,CPI,01.1.2.5,3.1,index,table_id=76128
2020-07-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2020-07-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-07-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-07-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-07-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-08-01,INE,CPI,01.1.2.3,80.59,index,table_id=76128
2020-08-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2020-08-01,INE,CPI,01.1.2.3,4.0,index,table_id=76128
2020-08-01,INE,CPI,01.1.2.3,2.8,index,table_id=76128
2020-08-01,INE,CPI,01.1.2.5,76.848,index,table_id=76128
2020-08-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2020-08-01,INE,CPI,01.1.2.5,2.8,index,table_id=76128
2020-08-01,INE,CPI,01.1.2.5,1.7,index,table_id=76128
2020-08-03,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-08-10,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-08-17,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-08-24,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-08-31,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-09-01,INE,CPI,01.1.2.3,80.606,index,table_id=76128
2020-09-01,INE,CPI,01.1.2.3,0.0,index,table_id=76128
2020-09-01,INE,CPI,01.1.2.3,3.8,index,table_id=76128
2020-09-01,INE,CPI,01.1.2.3,2.9,index,table_id=76128
2020-09-01,INE,CPI,01.1.2.5,76.835,index,table_id=76128
2020-09-01,INE,CPI,01.1.2.5,0.0,index,table_id=76128
2020-09-01,INE,CPI,01.1.2.5,2.5,index,table_id=76128
2020-09-01,INE,CPI,01.1.2.5,1.7,index,table_id=76128
2020-09-07,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-09-14,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-09-21,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-09-28,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-10-01,INE,CPI,01.1.2.3,80.74,index,table_id=76128
2020-10-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2020-10-01,INE,CPI,01.1.2.3,3.7,index,table_id=76128
2020-10-01,INE,CPI,01.1.2.3,3.0,index,table_id=76128
2020-10-01,INE,CPI,01.1.2.5,76.711,index,table_id=76128
2020-10-01,INE,CPI,01.1.2.5,-0.2,index,table_id=76128
2020-10-01,INE,CPI,01.1.2.5,2.3,index,table_id=76128
2020-10-01,INE,CPI,01.1.2.5,1.6,index,table_id=76128
2020-10-05,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-10-12,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-10-19,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-10-26,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-11-01,INE,CPI,01.1.2.3,80.154,index,table_id=76128
2020-11-01,INE,CPI,01.1.2.3,-0.7,index,table_id=76128
2020-11-01,INE,CPI,01.1.2.3,2.7,index,table_id=76128
2020-11-01,INE,CPI,01.1.2.3,2.3,index,table_id=76128
2020-11-01,INE,CPI,01.1.2.5,76.606,index,table_id=76128
2020-11-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2020-11-01,INE,CPI,01.1.2.5,2.6,index,table_id=76128
2020-11-01,INE,CPI,01.1.2.5,1.4,index,table_id=76128
2020-11-02,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-11-09,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-11-16,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-11-23,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-11-30,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-12-01,INE,CPI,01.1.2.3,80.411,index,table_id=76128
2020-12-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2020-12-01,INE,CPI,01.1.2.3,2.6,index,table_id=76128
2020-12-01,INE,CPI,01.1.2.3,2.6,index,table_id=76128
2020-12-01,INE,CPI,01.1.2.5,76.959,index,table_id=76128
2020-12-01,INE,CPI,01.1.2.5,0.5,index,table_id=76128
2020-12-01,INE,CPI,01.1.2.5,1.9,index,table_id=76128
2020-12-01,INE,CPI,01.1.2.5,1.9,index,table_id=76128
2020-12-07,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-12-14,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-12-21,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2020-12-28,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2021-01-01,INE,CPI,01.1.2.3,80.303,index,table_id=76128
2021-01-01,INE,CPI,01.1.2.3,-0.1,index,table_id=76128
2021-01-01,INE,CPI,01.1.2.3,2.3,index,table_id=76128
2021-01-01,INE,CPI,01.1.2.3,-0.1,index,table_id=76128
2021-01-01,INE,CPI,01.1.2.5,76.876,index,table_id=76128
2021-01-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2021-01-01,INE,CPI,01.1.2.5,1.4,index,table_id=76128
2021-01-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,185973.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,562773.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,69793.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4933380.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,2854.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,62451.43366666666,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3114.4086416666673,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,51780.995648787866,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,7169.240936424241,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,681.6229902424243,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,456466.02562833333,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,736.6087833333332,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,132040.05273250001,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3880.803366,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 2
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,185798.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,669521.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,87721.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4847818.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,2928.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,59542.02566666667,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,2988.9074416666667,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,51566.87174878788,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,8358.150672424243,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,780.4685522424243,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,446090.2961283334,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,742.3375833333334,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,124942.4657025,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3697.8821770000004,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 3
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,213198.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,1062316.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,132174.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,5122794.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3085.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,68777.88566666665,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3549.694041666667,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,59221.812178787884,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,12958.521962424242,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,1073.3000622424242,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,459503.3709183333,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,785.4299833333333,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,137616.61641250004,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4449.381585,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 4
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,200640.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,809633.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,101970.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4575616.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,2782.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,64024.56366666666,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3188.1416416666675,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,56509.45478878787,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,10072.612932424241,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,875.4197042424242,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,413086.3174583333,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,692.3425833333333,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,131158.6659825,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3961.296647,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 5
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,214116.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,860685.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,87155.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4695419.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,2739.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,65380.26166666666,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3227.8582416666663,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,60737.022388787875,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,10922.865792424243,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,779.6223252424244,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,420189.8722683332,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,705.2015833333334,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,133582.3077825,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3980.5096320000007,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 6
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,220216.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,825302.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,81867.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4535544.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,2528.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,67806.68166666666,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3330.060341666667,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,62676.698438787884,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,10698.151312424243,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,750.1258582424243,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,398616.2459083334,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,664.4169833333332,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,139866.8988625,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4127.086502,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 7
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,219670.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 8
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,881739.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 8
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,71285.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 8
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,4477359.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 8
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,2565.0,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 8
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,67142.42763066666,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 8
2021-01-01,MAPA,SLAUGHTER_MAPA,TOTAL|value,3306.899841666667,,file=boletin--diciembre-2025-web.xlsx; sheet=2021-2025; col=Unnamed: 8
