date,source,dataset,subseries,value,unit,notes
2003-12-29,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-01-01,INE,CPI,01.1.2.3,60.738,index,table_id=76128
2004-01-01,INE,CPI,01.1.2.3,-0.2,index,table_id=76128
2004-01-01,INE,CPI,01.1.2.3,0.4,index,table_id=76128
2004-01-01,INE,CPI,01.1.2.3,-0.2,index,table_id=76128
2004-01-01,INE,CPI,01.1.2.5,57.17,index,table_id=76128
2004-01-01,INE,CPI,01.1.2.5,-0.7,index,table_id=76128
2004-01-01,INE,CPI,01.1.2.5,0.0,index,table_id=76128
2004-01-01,INE,CPI,01.1.2.5,-0.7,index,table_id=76128
2004-01-05,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-01-12,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-01-19,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-01-26,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-02-01,INE,CPI,01.1.2.3,60.771,index,table_id=76128
2004-02-01,INE,CPI,01.1.2.3,0.1,index,table_id=76128
2004-02-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2004-02-01,INE,CPI,01.1.2.3,-0.1,index,table_id=76128
2004-02-01,INE,CPI,01.1.2.5,57.218,index,table_id=76128
2004-02-01,INE,CPI,01.1.2.5,0.1,index,table_id=76128
2004-02-01,INE,CPI,01.1.2.5,0.7,index,table_id=76128
2004-02-01,INE,CPI,01.1.2.5,-0.6,index,table_id=76128
2004-02-02,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-02-09,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-02-16,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-02-23,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-03-01,INE,CPI,01.1.2.3,60.964,index,table_id=76128
2004-03-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2004-03-01,INE,CPI,01.1.2.3,0.4,index,table_id=76128
2004-03-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2004-03-01,INE,CPI,01.1.2.5,57.506,index,table_id=76128
2004-03-01,INE,CPI,01.1.2.5,0.5,index,table_id=76128
2004-03-01,INE,CPI,01.1.2.5,1.2,index,table_id=76128
2004-03-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2004-03-01,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-03-08,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-03-15,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-03-22,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-03-29,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-04-01,INE,CPI,01.1.2.3,61.091,index,table_id=76128
2004-04-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2004-04-01,INE,CPI,01.1.2.3,0.7,index,table_id=76128
2004-04-01,INE,CPI,01.1.2.3,0.4,index,table_id=76128
2004-04-01,INE,CPI,01.1.2.5,57.525,index,table_id=76128
2004-04-01,INE,CPI,01.1.2.5,0.0,index,table_id=76128
2004-04-01,INE,CPI,01.1.2.5,1.0,index,table_id=76128
2004-04-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2004-04-05,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-04-12,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-04-19,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-04-26,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-05-01,INE,CPI,01.1.2.3,61.021,index,table_id=76128
2004-05-01,INE,CPI,01.1.2.3,-0.1,index,table_id=76128
2004-05-01,INE,CPI,01.1.2.3,0.6,index,table_id=76128
2004-05-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2004-05-01,INE,CPI,01.1.2.5,57.815,index,table_id=76128
2004-05-01,INE,CPI,01.1.2.5,0.5,index,table_id=76128
2004-05-01,INE,CPI,01.1.2.5,1.3,index,table_id=76128
2004-05-01,INE,CPI,01.1.2.5,0.4,index,table_id=76128
2004-05-03,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-05-10,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-05-17,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-05-24,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-05-31,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-06-01,INE,CPI,01.1.2.3,61.459,index,table_id=76128
2004-06-01,INE,CPI,01.1.2.3,0.7,index,table_id=76128
2004-06-01,INE,CPI,01.1.2.3,1.2,index,table_id=76128
2004-06-01,INE,CPI,01.1.2.3,1.0,index,table_id=76128
2004-06-01,INE,CPI,01.1.2.5,58.126,index,table_id=76128
2004-06-01,INE,CPI,01.1.2.5,0.5,index,table_id=76128
2004-06-01,INE,CPI,01.1.2.5,2.1,index,table_id=76128
2004-06-01,INE,CPI,01.1.2.5,1.0,index,table_id=76128
2004-06-07,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-06-14,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-06-21,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-06-28,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-07-01,INE,CPI,01.1.2.3,61.765,index,table_id=76128
2004-07-01,INE,CPI,01.1.2.3,0.5,index,table_id=76128
2004-07-01,INE,CPI,01.1.2.3,1.7,index,table_id=76128
2004-07-01,INE,CPI,01.1.2.3,1.5,index,table_id=76128
2004-07-01,INE,CPI,01.1.2.5,58.216,index,table_id=76128
2004-07-01,INE,CPI,01.1.2.5,0.2,index,table_id=76128
2004-07-01,INE,CPI,01.1.2.5,2.3,index,table_id=76128
2004-07-01,INE,CPI,01.1.2.5,1.1,index,table_id=76128
2004-07-05,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-07-12,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-07-19,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-07-26,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-08-01,INE,CPI,01.1.2.3,61.997,index,table_id=76128
2004-08-01,INE,CPI,01.1.2.3,0.4,index,table_id=76128
2004-08-01,INE,CPI,01.1.2.3,1.8,index,table_id=76128
2004-08-01,INE,CPI,01.1.2.3,1.9,index,table_id=76128
2004-08-01,INE,CPI,01.1.2.5,58.11,index,table_id=76128
2004-08-01,INE,CPI,01.1.2.5,-0.2,index,table_id=76128
2004-08-01,INE,CPI,01.1.2.5,1.7,index,table_id=76128
2004-08-01,INE,CPI,01.1.2.5,1.0,index,table_id=76128
2004-08-02,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-08-09,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-08-16,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-08-23,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-08-30,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-09-01,INE,CPI,01.1.2.3,62.057,index,table_id=76128
2004-09-01,INE,CPI,01.1.2.3,0.1,index,table_id=76128
2004-09-01,INE,CPI,01.1.2.3,2.1,index,table_id=76128
2004-09-01,INE,CPI,01.1.2.3,2.0,index,table_id=76128
2004-09-01,INE,CPI,01.1.2.5,58.206,index,table_id=76128
2004-09-01,INE,CPI,01.1.2.5,0.2,index,table_id=76128
2004-09-01,INE,CPI,01.1.2.5,1.9,index,table_id=76128
2004-09-01,INE,CPI,01.1.2.5,1.1,index,table_id=76128
2004-09-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-09-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-09-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-09-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-10-01,INE,CPI,01.1.2.3,61.786,index,table_id=76128
2004-10-01,INE,CPI,01.1.2.3,-0.4,index,table_id=76128
2004-10-01,INE,CPI,01.1.2.3,1.4,index,table_id=76128
2004-10-01,INE,CPI,01.1.2.3,1.5,index,table_id=76128
2004-10-01,INE,CPI,01.1.2.5,58.053,index,table_id=76128
2004-10-01,INE,CPI,01.1.2.5,-0.3,index,table_id=76128
2004-10-01,INE,CPI,01.1.2.5,1.7,index,table_id=76128
2004-10-01,INE,CPI,01.1.2.5,0.9,index,table_id=76128
2004-10-04,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-10-11,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-10-18,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-10-25,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-11-01,INE,CPI,01.1.2.3,61.834,index,table_id=76128
2004-11-01,INE,CPI,01.1.2.3,0.1,index,table_id=76128
2004-11-01,INE,CPI,01.1.2.3,1.4,index,table_id=76128
2004-11-01,INE,CPI,01.1.2.3,1.6,index,table_id=76128
2004-11-01,INE,CPI,01.1.2.5,58.309,index,table_id=76128
2004-11-01,INE,CPI,01.1.2.5,0.4,index,table_id=76128
2004-11-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2004-11-01,INE,CPI,01.1.2.5,1.3,index,table_id=76128
2004-11-01,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-11-08,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-11-15,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-11-22,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-11-29,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-12-01,INE,CPI,01.1.2.3,61.847,index,table_id=76128
2004-12-01,INE,CPI,01.1.2.3,0.0,index,table_id=76128
2004-12-01,INE,CPI,01.1.2.3,1.6,index,table_id=76128
2004-12-01,INE,CPI,01.1.2.3,1.6,index,table_id=76128
2004-12-01,INE,CPI,01.1.2.5,58.623,index,table_id=76128
2004-12-01,INE,CPI,01.1.2.5,0.5,index,table_id=76128
2004-12-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2004-12-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2004-12-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-12-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-12-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2004-12-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-01-01,INE,CPI,01.1.2.3,61.971,index,table_id=76128
2005-01-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2005-01-01,INE,CPI,01.1.2.3,2.0,index,table_id=76128
2005-01-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2005-01-01,INE,CPI,01.1.2.5,58.5,index,table_id=76128
2005-01-01,INE,CPI,01.1.2.5,-0.2,index,table_id=76128
2005-01-01,INE,CPI,01.1.2.5,2.3,index,table_id=76128
2005-01-01,INE,CPI,01.1.2.5,-0.2,index,table_id=76128
2005-01-03,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-01-10,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-01-17,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-01-24,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-01-31,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-02-01,INE,CPI,01.1.2.3,62.3,index,table_id=76128
2005-02-01,INE,CPI,01.1.2.3,0.5,index,table_id=76128
2005-02-01,INE,CPI,01.1.2.3,2.5,index,table_id=76128
2005-02-01,INE,CPI,01.1.2.3,0.7,index,table_id=76128
2005-02-01,INE,CPI,01.1.2.5,58.214,index,table_id=76128
2005-02-01,INE,CPI,01.1.2.5,-0.5,index,table_id=76128
2005-02-01,INE,CPI,01.1.2.5,1.7,index,table_id=76128
2005-02-01,INE,CPI,01.1.2.5,-0.7,index,table_id=76128
2005-02-07,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-02-14,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-02-21,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-02-28,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-03-01,INE,CPI,01.1.2.3,62.396,index,table_id=76128
2005-03-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2005-03-01,INE,CPI,01.1.2.3,2.3,index,table_id=76128
2005-03-01,INE,CPI,01.1.2.3,0.9,index,table_id=76128
2005-03-01,INE,CPI,01.1.2.5,58.23,index,table_id=76128
2005-03-01,INE,CPI,01.1.2.5,0.0,index,table_id=76128
2005-03-01,INE,CPI,01.1.2.5,1.3,index,table_id=76128
2005-03-01,INE,CPI,01.1.2.5,-0.7,index,table_id=76128
2005-03-07,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-03-14,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-03-21,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-03-28,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-04-01,INE,CPI,01.1.2.3,62.674,index,table_id=76128
2005-04-01,INE,CPI,01.1.2.3,0.4,index,table_id=76128
2005-04-01,INE,CPI,01.1.2.3,2.6,index,table_id=76128
2005-04-01,INE,CPI,01.1.2.3,1.3,index,table_id=76128
2005-04-01,INE,CPI,01.1.2.5,58.552,index,table_id=76128
2005-04-01,INE,CPI,01.1.2.5,0.6,index,table_id=76128
2005-04-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2005-04-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2005-04-04,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-04-11,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-04-18,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-04-25,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-05-01,INE,CPI,01.1.2.3,62.628,index,table_id=76128
2005-05-01,INE,CPI,01.1.2.3,-0.1,index,table_id=76128
2005-05-01,INE,CPI,01.1.2.3,2.6,index,table_id=76128
2005-05-01,INE,CPI,01.1.2.3,1.3,index,table_id=76128
2005-05-01,INE,CPI,01.1.2.5,58.843,index,table_id=76128
2005-05-01,INE,CPI,01.1.2.5,0.5,index,table_id=76128
2005-05-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2005-05-01,INE,CPI,01.1.2.5,0.4,index,table_id=76128
2005-05-02,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-05-09,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-05-16,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-05-23,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-05-30,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-06-01,INE,CPI,01.1.2.3,62.837,index,table_id=76128
2005-06-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2005-06-01,INE,CPI,01.1.2.3,2.2,index,table_id=76128
2005-06-01,INE,CPI,01.1.2.3,1.6,index,table_id=76128
2005-06-01,INE,CPI,01.1.2.5,58.971,index,table_id=76128
2005-06-01,INE,CPI,01.1.2.5,0.2,index,table_id=76128
2005-06-01,INE,CPI,01.1.2.5,1.5,index,table_id=76128
2005-06-01,INE,CPI,01.1.2.5,0.6,index,table_id=76128
2005-06-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-06-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-06-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-06-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-07-01,INE,CPI,01.1.2.3,62.909,index,table_id=76128
2005-07-01,INE,CPI,01.1.2.3,0.1,index,table_id=76128
2005-07-01,INE,CPI,01.1.2.3,1.9,index,table_id=76128
2005-07-01,INE,CPI,01.1.2.3,1.7,index,table_id=76128
2005-07-01,INE,CPI,01.1.2.5,58.959,index,table_id=76128
2005-07-01,INE,CPI,01.1.2.5,0.0,index,table_id=76128
2005-07-01,INE,CPI,01.1.2.5,1.3,index,table_id=76128
2005-07-01,INE,CPI,01.1.2.5,0.6,index,table_id=76128
2005-07-04,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-07-11,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-07-18,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-07-25,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-08-01,INE,CPI,01.1.2.3,63.053,index,table_id=76128
2005-08-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2005-08-01,INE,CPI,01.1.2.3,1.7,index,table_id=76128
2005-08-01,INE,CPI,01.1.2.3,2.0,index,table_id=76128
2005-08-01,INE,CPI,01.1.2.5,58.864,index,table_id=76128
2005-08-01,INE,CPI,01.1.2.5,-0.2,index,table_id=76128
2005-08-01,INE,CPI,01.1.2.5,1.3,index,table_id=76128
2005-08-01,INE,CPI,01.1.2.5,0.4,index,table_id=76128
2005-08-01,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-08-08,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-08-15,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-08-22,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-08-29,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-09-01,INE,CPI,01.1.2.3,63.022,index,table_id=76128
2005-09-01,INE,CPI,01.1.2.3,0.0,index,table_id=76128
2005-09-01,INE,CPI,01.1.2.3,1.6,index,table_id=76128
2005-09-01,INE,CPI,01.1.2.3,1.9,index,table_id=76128
2005-09-01,INE,CPI,01.1.2.5,59.323,index,table_id=76128
2005-09-01,INE,CPI,01.1.2.5,0.8,index,table_id=76128
2005-09-01,INE,CPI,01.1.2.5,1.9,index,table_id=76128
2005-09-01,INE,CPI,01.1.2.5,1.2,index,table_id=76128
2005-09-05,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-09-12,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-09-19,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-09-26,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-10-01,INE,CPI,01.1.2.3,63.126,index,table_id=76128
2005-10-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2005-10-01,INE,CPI,01.1.2.3,2.2,index,table_id=76128
2005-10-01,INE,CPI,01.1.2.3,2.1,index,table_id=76128
2005-10-01,INE,CPI,01.1.2.5,59.255,index,table_id=76128
2005-10-01,INE,CPI,01.1.2.5,-0.1,index,table_id=76128
2005-10-01,INE,CPI,01.1.2.5,2.1,index,table_id=76128
2005-10-01,INE,CPI,01.1.2.5,1.1,index,table_id=76128
2005-10-03,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-10-10,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-10-17,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-10-24,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-10-31,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-11-01,INE,CPI,01.1.2.3,62.98,index,table_id=76128
2005-11-01,INE,CPI,01.1.2.3,-0.2,index,table_id=76128
2005-11-01,INE,CPI,01.1.2.3,1.9,index,table_id=76128
2005-11-01,INE,CPI,01.1.2.3,1.8,index,table_id=76128
2005-11-01,INE,CPI,01.1.2.5,59.264,index,table_id=76128
2005-11-01,INE,CPI,01.1.2.5,0.0,index,table_id=76128
2005-11-01,INE,CPI,01.1.2.5,1.6,index,table_id=76128
2005-11-01,INE,CPI,01.1.2.5,1.1,index,table_id=76128
2005-11-07,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-11-14,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-11-21,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-11-28,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-12-01,INE,CPI,01.1.2.3,63.074,index,table_id=76128
2005-12-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2005-12-01,INE,CPI,01.1.2.3,2.0,index,table_id=76128
2005-12-01,INE,CPI,01.1.2.3,2.0,index,table_id=76128
2005-12-01,INE,CPI,01.1.2.5,59.652,index,table_id=76128
2005-12-01,INE,CPI,01.1.2.5,0.7,index,table_id=76128
2005-12-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2005-12-01,INE,CPI,01.1.2.5,1.8,index,table_id=76128
2005-12-05,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-12-12,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-12-19,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2005-12-26,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-01-01,INE,CPI,01.1.2.3,63.251,index,table_id=76128
2006-01-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2006-01-01,INE,CPI,01.1.2.3,2.1,index,table_id=76128
2006-01-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2006-01-01,INE,CPI,01.1.2.5,59.777,index,table_id=76128
2006-01-01,INE,CPI,01.1.2.5,0.2,index,table_id=76128
2006-01-01,INE,CPI,01.1.2.5,2.2,index,table_id=76128
2006-01-01,INE,CPI,01.1.2.5,0.2,index,table_id=76128
2006-01-02,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-01-09,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-01-16,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-01-23,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-01-30,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-02-01,INE,CPI,01.1.2.3,63.351,index,table_id=76128
2006-02-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2006-02-01,INE,CPI,01.1.2.3,1.7,index,table_id=76128
2006-02-01,INE,CPI,01.1.2.3,0.4,index,table_id=76128
2006-02-01,INE,CPI,01.1.2.5,59.841,index,table_id=76128
2006-02-01,INE,CPI,01.1.2.5,0.1,index,table_id=76128
2006-02-01,INE,CPI,01.1.2.5,2.8,index,table_id=76128
2006-02-01,INE,CPI,01.1.2.5,0.3,index,table_id=76128
2006-02-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-02-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-02-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-02-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-03-01,INE,CPI,01.1.2.3,63.651,index,table_id=76128
2006-03-01,INE,CPI,01.1.2.3,0.5,index,table_id=76128
2006-03-01,INE,CPI,01.1.2.3,2.0,index,table_id=76128
2006-03-01,INE,CPI,01.1.2.3,0.9,index,table_id=76128
2006-03-01,INE,CPI,01.1.2.5,60.171,index,table_id=76128
2006-03-01,INE,CPI,01.1.2.5,0.6,index,table_id=76128
2006-03-01,INE,CPI,01.1.2.5,3.3,index,table_id=76128
2006-03-01,INE,CPI,01.1.2.5,0.9,index,table_id=76128
2006-03-06,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-03-13,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-03-20,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-03-27,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-04-01,INE,CPI,01.1.2.3,63.801,index,table_id=76128
2006-04-01,INE,CPI,01.1.2.3,0.2,index,table_id=76128
2006-04-01,INE,CPI,01.1.2.3,1.8,index,table_id=76128
2006-04-01,INE,CPI,01.1.2.3,1.2,index,table_id=76128
2006-04-01,INE,CPI,01.1.2.5,60.564,index,table_id=76128
2006-04-01,INE,CPI,01.1.2.5,0.7,index,table_id=76128
2006-04-01,INE,CPI,01.1.2.5,3.4,index,table_id=76128
2006-04-01,INE,CPI,01.1.2.5,1.5,index,table_id=76128
2006-04-03,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-04-10,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-04-17,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-04-24,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-05-01,INE,CPI,01.1.2.3,63.995,index,table_id=76128
2006-05-01,INE,CPI,01.1.2.3,0.3,index,table_id=76128
2006-05-01,INE,CPI,01.1.2.3,2.2,index,table_id=76128
2006-05-01,INE,CPI,01.1.2.3,1.5,index,table_id=76128
2006-05-01,INE,CPI,01.1.2.5,60.684,index,table_id=76128
2006-05-01,INE,CPI,01.1.2.5,0.2,index,table_id=76128
2006-05-01,INE,CPI,01.1.2.5,3.1,index,table_id=76128
2006-05-01,INE,CPI,01.1.2.5,1.7,index,table_id=76128
2006-05-01,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-05-08,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-05-15,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
2006-05-22,MAPA,PRICES_OM,fallback_constant,100.0,index,fallback_no_prices_extracted
